Feature,Average,Standar Deviation,Variance,Max Value,Min Value
G0,4.754545454545456,0.3616504212007274,0.13079102715466354,5.6,3.5
G30,6.792857142857144,1.0451562452544758,1.092351576994434,8.9,3.8
G60,6.2,1.3259318376505023,1.7580952380952382,8.9,3.0
G90,5.637662337662339,1.191986841610632,1.4208326305728902,8.7,2.9
G120,5.393506493506494,1.0141002873557314,1.0283993928149773,7.7,2.1
