Age
44
37
40
50
30
30
65
42
39
41
20
30
25
30
42
36
32
29
58
58
27
29
44
34
28
38
49
44
35
21
58
60
27
27
26
31
35
66
24
25
27
44
27
45
45
36
32
30
33
37
58
45
42
72
49
44
26
25
42
42
56
56
31
81
32
44
56
31
23
25
39
42
29
24
24
37
25
54
22
41
24
23
23
36
36
27
19
42
44
46
62
55
28
49
22
35
35
21
29
36
38
41
32
28
59
38
44
20
32
64
64
64
54
45
25
23
33
48
30
64
57
32
40
48
44
27
43
23
42
72
49
26
56
38
39
25
48
23
41
27
52
43
26
39
50
61
42
57
32
21
54
57
57
54
36
27
19
47
42
51
39
54
28
28
27
63
35
21
33
19
35
30
34
64
51
59
78
26
77
49
22
39
61
22
49
30
20
51
46
79
35
41
34
19
33
32
36
72
24
44
35
26
44
56
38
38
39
28
64
30
35
56
55
40
50
56
39
39
35
35
40
59
66
22
19
29
53
43
53
53
19
23
25
36
54
43
24
24
23
36
53
39
59
44
39
18
32
53
34
55
28
34
52
33
49
62
66
37
48
35
32
32
29
29
51
58
58
30
53
32
27
25
25
25
34
64
59
40
23
35
51
51
47
33
29
22
29
21
20
22
22
42
33
33
28
45
42
47
47
73
73
20
24
24
20
20
35
41
45
32
58
28
28
28
42
27
61
41
44
26
18
41
26
59
66
34
54
47
43
40
50
17
34
14
70
47
53
23
59
26
45
15
19
22
20
34
63
35
64
31
67
30
45
23
73
24
37
18
23
61
1
44
26
57
64
35
46
17
15
40
64
64
50
22
20
20
56
25
66
24
18
32
34
52
36
33
31
38
31
39
33
20
31
31
22
28
22
25
52
40
54
40
14
34
60
31
21
40
36
16
22
58
22
53
40
41
20
28
53
21
34
48
50
51
45
54
22
38
23
20
42
27
28
70
35
33
56
29
38
33
30
16
23
33
34
29
29
41
57
59
22
58
38
22
17
24
21
77
28
18
18
20
33
30
55
32
24
52
38
42
43
43
30
27
61
30
73
73
21
27
23
20
32
17
16
37
21
61
32
35
51
53
50
54
16
33
29
46
45
44
44
44
26
26
26
26
26
26
21
17
44
29
18
57
33
33
33
40
24
24
24
24
24
50
23
43
36
36
56
33
32
30
43
43
43
40
40
40
40
56
56
28
28
28
28
35
35
35
35
34
47
32
32
32
32
20
21
21
21
21
29
47
47
57
31
60
28
29
51
51
19
50
50
50
50
25
21
23
23
23
23
14
14
16
49
49
21
21
25
25
25
25
20
21
53
24
49
24
24
24
24
21
50
53
58
27
27
36
36
36
36
25
25
25
23
21
21
21
21
25
45
22
57
51
51
18
35
35
35
28
22
38
40
40
40
22
22
22
22
58
20
46
47
37
57
35
31
31
56
27
22
33
39
30
50
50
50
55
57
41
14
51
25
25
25
37
20
29
34
28
23
37
68
21
47
22
22
31
31
17
33
32
14
29
61
20
26
28
28
28
28
16
24
20
15
51
51
38
14
34
33
28
28
28
28
26
35
32
32
32
38
38
33
42
24
24
19
20
30
30
30
30
30
30
31
34
58
30
30
30
30
30
32
43
22
22
69
53
16
45
26
26
49
35
46
51
21
50
62
30
30
43
43
43
40
28
28
28
35
35
35
21
25
23
23
49
21
24
25
21
21
21
43
35
35
40
40
48
22
31
31
31
27
27
29
37
20
48
70
30
42
