,G120,G30,G60,G90,GB,P5
G120,1.0,0.4088505461109511,0.44690486917349226,0.4243580438202806,0.25382541396497155,0.7759709940165316
G30,0.4088505461109513,1.0,0.4376519182119542,0.42073033026921147,0.23723189743652107,0.7727632290701814
G60,0.4469048691734925,0.4376519182119541,1.0,0.4613025284239594,0.27994026710241243,0.8011534252060751
G90,0.424358043820281,0.42073033026921114,0.4613025284239594,1.0,0.26466975914203744,0.7857335574980954
GB,0.25382541396497155,0.23723189743652096,0.27994026710241243,0.2646697591420375,1.0,0.6607335640730087
P5,0.7759709940165296,0.7727632290701792,0.8011534252060744,0.7857335574980928,0.6607335640730095,1.0
