Component,Relevance
1.0,20.48390006086883
2.0,15.310180239485126
3.0,11.786556769216567
4.0,7.959495488704421
5.0,6.513795723388856
6.0,6.284539493266179
7.0,5.748200220706203
8.0,5.141892426980972
9.0,4.432668800190848
10.0,4.124983322677785
11.0,3.7919766722004846
12.0,2.7256531974582097
13.0,2.1905117316064286
14.0,1.5600641736829297
15.0,1.4173797585331422
16.0,0.5282019210330088
