Feature,Average,Standar Deviation,Variance,Max Value,Min Value
sepal.length,5.843333333333334,0.8253012917851409,0.6811222222222223,7.9,4.3
sepal.width,3.0573333333333337,0.4344109677354946,0.1887128888888889,4.4,2.0
petal.length,3.7580000000000005,1.759404065775303,3.0955026666666665,6.9,1.0
petal.width,1.1993333333333336,0.7596926279021594,0.5771328888888888,2.5,0.1
