Feature,Average,Standar Deviation,Variance,Max Value,Min Value
S0,96.75694341176471,146.42155167344217,21439.270794458494,711.14,0.0
S50,64.97835082352941,80.01123278704584,6401.79737210284,344.89,0.0
S100,55.037915764705886,67.23770517087783,4520.908996645892,288.58,0.0
S150,48.844419058823526,64.27044925647894,4130.690647629634,287.49,0.0
