Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.698766461575145,0.18829466883065746,0.03545488231004697,0.9025062148178109,0.2424993258502713
Recall,0.6988702049797425,0.18839130723211697,0.03549128464062589,0.9018657725755891,0.2424993258502713
Precision,0.6594143502178471,0.2509511316164259,0.06297647045956471,0.9089455026396506,0.21755813448220415
F1,0.6493892889977018,0.23591080168965847,0.05565390635385736,0.8911125323405843,0.15869214533350362
