,0,1,2,3
0,-3.945837556793182,0.18637583325460927,-4.517702434370108e-09,-1.676527638938552e-09
1,-5.2803456444111,-0.014440856589100104,-4.855668673808822e-06,-2.5405376848919303e-06
2,-4.450262363867478,-0.012544423958650297,-4.222542000831275e-06,3.6311909207276116e-06
3,-3.9569732054339672,-0.011402498737525635,-1.6324513268939356e-07,-2.4218721172530877e-05
4,-3.60143639660581,-0.010563684550492392,8.42044844939771e-06,3.4188428337245114e-06
5,-3.321297076949957,-0.009951594521553808,4.898594703317549e-06,1.1125025414782108e-05
6,-3.08873516439328,-0.009407206338510221,-9.806897663888758e-06,1.500124991421492e-05
7,-2.888936026392429,-0.00896909367320431,1.1764556524629377e-05,-6.301541041642267e-06
8,-2.7130423678552082,-0.008567810258020891,-2.611061180213259e-06,-2.9349351237661914e-06
9,-2.5553448996022556,-0.008192064127859222,2.6951875731207053e-06,-1.7689660897213244e-06
10,-2.41195951664692,-0.00787093340582301,5.08715052058295e-06,-7.5621169013107e-06
11,-2.2800767434006595,-0.0075586774906439835,4.828405562040672e-06,7.377853848411497e-07
12,-2.1576401666566065,-0.007275184842415849,-3.566508320895778e-07,-1.2408774180683313e-06
13,-2.0431039101205393,-0.00701354716203384,-3.698287719733351e-06,-1.2512519279861412e-06
14,-1.935230522784168,-0.006774396291927665,-1.6854414649492e-06,-1.1070876626828596e-06
15,-1.8330638840204503,-0.00653522017658148,-2.2298300064171883e-06,-1.8201166575304573e-06
16,-1.7358172359461452,-0.006308811908493972,-6.210994327210395e-06,4.734043379889252e-06
17,-1.6428492889635216,-0.006097892247703518,8.69662935387705e-07,-5.991488076784179e-07
18,-1.5536348896456316,-0.005895332628135241,-3.2498371267120074e-06,-2.003635375669166e-07
19,-1.4677160664035198,-0.00569925569063201,-2.0169563225702625e-06,3.6257780318960098e-06
20,-1.3847279127166912,-0.005497354772644014,3.223798630436203e-06,-1.3043746634744391e-05
21,-1.3042864854650653,-0.005339734583010625,-1.699371710500719e-05,-3.846824484649014e-06
22,-1.2262259604196684,-0.00513186738759408,2.8132669429373203e-05,8.25503071134881e-06
23,-1.1502024986665402,-0.004958809515060447,3.979073056575855e-06,2.5736617276367335e-06
24,-1.0759964935138233,-0.004799236832575826,-3.1808434271946018e-06,-1.8628108213708527e-05
25,-1.003470314968956,-0.004645662250212623,5.490157589063682e-06,6.451864960954623e-06
26,-0.9324484661689345,-0.004478565573223459,-6.569385555349472e-06,1.0936824828861047e-05
27,-0.8627473797707783,-0.004305629040285974,5.684667118352471e-06,-9.45853408344799e-06
28,-0.794236024401058,-0.004148704585603347,1.3289855542580886e-06,1.4792960339751748e-05
29,-0.7268241128306603,-0.003993079241860986,-6.098552153555037e-08,2.7817799767987372e-06
30,-0.6603515216519044,-0.0038471840644858646,1.0450829808189566e-05,-3.6897545586805913e-06
31,-0.5947340653267745,-0.003696810516541721,-6.960562994900998e-06,1.3737232363079943e-05
32,-0.5298398117823582,-0.003537510623002449,-1.6180794436194967e-05,4.635321163702633e-06
33,-0.465640851727397,-0.0033891201386748726,-1.0042984799556176e-05,3.1260881728639722e-06
34,-0.40202995959096216,-0.0032677176838201705,-1.6017628965137032e-06,-3.87129218525073e-06
35,-0.3389097873319647,-0.003110374217184936,7.895909057281658e-07,-7.304562790383384e-06
36,-0.27623311262076566,-0.00297260645887254,-3.791970669179967e-06,6.327472146031021e-06
37,-0.21389025603745876,-0.002812328765966113,3.4058043607045063e-06,5.410205390393025e-06
38,-0.15183086182022992,-0.0026674683198465027,-4.730391530601008e-07,5.806855799955768e-06
39,-0.09004538034024462,-0.0025377347784206264,9.070112752463527e-06,2.0036081658791893e-06
40,-0.028383869407505917,-0.0023956086669701167,-6.6823876107226406e-06,3.4294959122245852e-06
41,0.03314882427314135,-0.002248278801826837,9.321789297280815e-06,3.2276610171188234e-06
42,0.0946515792118726,-0.00210409188173645,-2.4490938214452584e-06,1.488050216394421e-06
43,0.15614501773434458,-0.0019720560788043517,-5.96157601267383e-07,-1.0443555474122165e-05
44,0.21771002858804606,-0.0018174325381145745,-6.336671295847918e-06,4.2485568082367697e-07
45,0.27939199430795425,-0.0016865404059812489,-5.015510937206313e-06,7.959364735285468e-07
46,0.3412669746083191,-0.0015383309663264677,-3.3571219644756845e-06,1.7256489732234148e-06
47,0.40335354973416626,-0.0014083137785550759,3.912259509249172e-06,4.711852760158619e-06
48,0.4657255910578826,-0.0012601745475517012,1.9284130920033116e-06,-1.247214603775082e-06
49,0.5284408217770058,-0.0011152472501557986,-3.0033173249871536e-06,2.99149532340115e-06
50,0.5915525838842093,-0.000974851218944417,-3.812755339616114e-06,-3.1347391853259188e-06
51,0.6551261812018877,-0.000816389624073266,2.40304432172489e-07,-1.6467414985371631e-06
52,0.7192001953143293,-0.000673401864064338,1.6148296669016293e-06,9.822872335668587e-07
53,0.7838509871381361,-0.0005276868248975108,-2.4862497807892625e-06,2.2235855882402067e-06
54,0.8491382703843222,-0.0003726215761680751,-3.6966365171142712e-06,-2.6149031194522276e-06
55,0.9151210706400805,-0.00022677592372177813,4.558645948588014e-06,-9.241762077144555e-07
56,0.9818762950590119,-6.946651216932498e-05,-1.3825670375222643e-07,1.6110621436221662e-06
57,1.0494596013781514,8.50830450236928e-05,-3.9752564774397925e-06,-2.6921227303799977e-06
58,1.1179553004715954,0.00024164087071204543,2.391894253800375e-06,1.7290526969915287e-06
59,1.18743973628253,0.0004037211932824136,2.0165351097140016e-06,1.467729073556523e-06
60,1.2579881628478455,0.0005552216351326633,-9.122481725853948e-07,6.0339418385957355e-06
61,1.3296852614298784,0.0007271831510065052,1.3601773969362796e-06,-5.747512839798796e-06
62,1.402654346732743,0.0008912730453508599,-1.1553466230829201e-05,-2.094755255463432e-05
63,1.4769196857105624,0.00108078913947518,2.6294268088394857e-05,5.8083612408665886e-06
64,1.5526750763774984,0.0012374017617257094,9.98449532796375e-06,-7.191947382578778e-06
65,1.6299748723659044,0.0014172439235553558,-4.326596416692752e-06,1.5866210628379118e-06
66,1.7089632269657784,0.0015967816221644782,-1.955913434215084e-05,-6.088793971820161e-06
67,1.7897536631289652,0.0017867006641174576,2.607235543869435e-05,3.0550188992450877e-06
68,1.8725345390255006,0.0019763812752298104,-1.9738329952306843e-05,1.3088653581072585e-05
