Feature,Average,Standar Deviation,Variance,Max Value,Min Value
s0,96.76371070588237,146.43586399330366,21443.462263465328,711.22,0.0
s1,40.75324470588235,61.67340156763117,3803.6084609222908,299.54,0.0
s2,91.00396211764705,137.7193310135768,18966.61413482714,668.89,0.0
s3,80.95062576470588,122.50517657465551,15007.518287587525,594.99,0.0
s4,21.345772176470586,32.303025354724234,1043.4854470679566,156.89,0.0
s5,47.43752576470589,71.7887813524355,5153.6291280677915,348.67,0.0
