,G0,G120,G30,G60,G90,Labels
0,0.0,-1.3188961203956557,0.0,0.17795588817501323,0.0,5
1,-1.3140274505528295,-2.2960320120439217,0.0,0.17795588817501323,-1.36634951453686,5
2,0.0,0.0,0.0,0.0,0.0,2
3,-2.9920993556655024,0.0,-0.7836107144089631,0.0,0.0,4
4,-0.06609993710924221,-2.2960320120439217,0.0,0.0,0.0,5
5,-2.9920993556655024,-1.0015846535786617,0.6207795406703727,-3.72893470743351,0.4798451493841079,6
6,0.5928631450556937,-1.7262719179664316,0.08312275472757318,-0.9215797853759006,0.0,5
7,0.0,0.36549962247725454,0.0,0.0,-2.876298660841177,0
8,-0.06609993710924221,0.0,-7.193001650546848,0.0,0.0,1
9,-2.9920993556655024,0.0,0.0,0.0,0.0,4
10,-1.3140274505528295,-0.01086246716667254,0.0,0.0,-1.36634951453686,2
11,-1.3140274505528295,-1.0015846535786617,-0.3728226881314782,-0.26950308879620843,-4.257120444782117,0
12,0.0,0.5709941226866619,-1.0432545310419845,0.35852813381683435,0.19271601707401317,2
13,0.0,-0.16183174111862098,0.0,0.0,-2.876298660841177,0
14,-2.9920993556655024,0.5709941226866619,0.0,0.0,0.0,4
15,-1.3140274505528295,0.0,0.0,0.0,0.0,2
16,0.0,-1.3188961203956557,0.0,-2.728934707433504,-2.876298660841177,0
17,0.0,0.0,-1.3601116363819243,0.0,0.0,2
18,-1.3140274505528295,-7.286986872440897,0.0,0.0,-0.6448662523932025,3
19,-1.3140274505528295,0.0,0.0,0.0,0.0,2
20,0.5928631450556937,-7.286986872440897,-3.2861110549381505,0.0,0.0,3
21,0.0,0.0,0.0,-0.5590097059911936,0.0,2
22,0.0,-7.286986872440897,0.0,-0.26950308879620843,0.0,3
23,0.0,0.36549962247725454,0.0,-2.728934707433504,0.8592235164553703,6
24,0.835719668951859,-7.286986872440897,0.0,0.07842021462409851,-4.257120444782117,3
25,0.0,0.91072128551494,0.0,0.0,0.5641220599156002,2
26,0.0,0.0,0.0,-0.26950308879620843,0.0,2
27,-1.3140274505528295,-7.286986872440897,0.0,-0.9215797853759006,-0.6448662523932025,3
28,-2.9920993556655024,0.0,0.0,-2.728934707433504,0.0,6
29,-0.06609993710924221,0.0,-0.3728226881314782,0.0,0.0,2
30,0.0,0.0,-1.3601116363819243,0.0,0.0,2
31,0.3006823935623838,0.5709941226866619,0.32269818773737713,0.4409902940088071,0.5641220599156002,2
32,0.0,-7.286986872440897,0.0,-1.407006612546143,0.0,3
33,0.835719668951859,0.0,-0.3728226881314782,0.0,0.0,2
34,0.0,-3.2513629627101928,0.0,-1.407006612546143,-1.71796163367407,5
35,-2.9920993556655024,0.0,-0.20431696377449904,0.0,0.0,4
36,0.0,0.0,0.0,0.0,0.0,2
37,0.0,0.0,0.42905016890971087,-1.14397220671235,-2.1838714627514624,0
38,0.0,0.0,0.0,0.0,0.0,2
39,0.0,0.0,0.0,0.0,0.0,2
40,0.0,-7.286986872440897,0.0,0.0,-4.257120444782117,3
41,-2.9920993556655024,0.0,-0.7836107144089631,0.5929933874538564,0.2949081665769747,4
42,0.0,0.0,-7.193001650546848,0.0,-1.36634951453686,1
43,-0.06609993710924221,0.0,-7.193001650546848,0.0,0.0,1
44,0.0,-7.286986872440897,0.0,0.2710652925664945,0.08272955810252673,3
45,0.0,0.0,0.0,0.0,0.0,2
46,0.0,-3.2513629627101928,-0.7836107144089631,0.0,0.0,5
47,-0.5591399483893598,0.0,0.0,-2.1439722067123497,0.4798451493841079,6
48,0.5928631450556937,-0.16183174111862098,0.6207795406703727,0.7304969112037922,1.1593252488895547,2
49,-1.3140274505528295,0.0,0.0,0.0,0.0,2
50,0.3006823935623838,-0.01086246716667254,0.0,-1.14397220671235,-0.8477295086443981,2
51,-2.9920993556655024,-1.3188961203956557,0.0,-0.40700661254614295,-1.0838597307765307,4
52,0.3006823935623838,-2.2960320120439217,0.32269818773737713,0.0,0.0,5
53,0.0,0.0,0.0,0.0,-0.8477295086443981,2
54,0.0,0.0,0.0,0.0,0.0,2
55,0.0,0.0,-7.193001650546848,0.0,0.0,1
56,-1.3140274505528295,-2.2960320120439217,-0.3728226881314782,0.17795588817501323,0.3903379816728222,5
57,0.0,0.0,0.0,0.0,0.0,2
58,-0.5591399483893598,-0.16183174111862098,0.0,0.0,-0.6448662523932025,2
59,0.0,0.0,0.0,0.0,0.0,2
60,0.0,-0.7416362276186113,-0.053450298147871736,-1.728934707433507,-0.4670435141563305,6
61,-1.3140274505528295,-1.7262719179664316,-0.20431696377449904,-2.1439722067123497,-0.6448662523932025,6
62,0.0,0.5709941226866619,-1.0432545310419845,-3.72893470743351,0.3903379816728222,6
63,0.5928631450556937,1.1855008990218334,0.0,0.9149214823412191,0.7192049996615746,2
64,0.0,-3.2513629627101928,0.0,-2.1439722067123497,0.0,5
65,-2.9920993556655024,0.0,0.0,-0.9215797853759006,0.0,4
66,-1.3140274505528295,0.0,-0.7836107144089631,0.0,0.0,2
67,-1.3140274505528295,0.7508345929940565,0.6207795406703727,0.4409902940088071,1.0466603033950048,2
68,-1.3140274505528295,0.0,0.0,0.0,0.0,2
69,-1.3140274505528295,0.7508345929940565,-3.2861110549381505,0.0,0.2949081665769747,2
70,0.5928631450556937,0.8329917372139666,-0.5636450304670557,-2.1439722067123497,0.0,6
71,0.0,0.7508345929940565,-7.193001650546848,0.0,-1.36634951453686,1
72,-2.9920993556655024,-2.2960320120439217,-0.20431696377449904,0.0,-1.0838597307765307,4
73,-2.9920993556655024,-0.16183174111862098,0.0,-2.728934707433504,0.0,6
