Performance,Mean,STD,Variance,MAX,MIN
R_Score,0.5068783143070976,0.4251076532903259,0.18071651688600796,0.9966925785541808,-0.7720012932945528
Pearson,0.7146322784990105,0.2912817987324386,0.08484508627280486,0.9983449196315786,-0.08129783511399179
Spearman,0.7519169528909205,0.2642183468255679,0.06981133479923607,0.9983443277414286,-0.07843611840265989
Kendalltau,0.6369082840320932,0.2812345516399862,0.07909287303614405,0.9874975835365486,-0.0641915673633
