Performance,Mean,STD,Variance,MAX,MIN
R_Score,0.481170895568,0.388459926854,0.150901114772,0.937518358235,-0.0386400513188
Pearson,0.786559162006,0.302383101103,0.0914355398325,0.968414272609,0.010586111119
Spearman,0.822792756397,0.227223088674,0.0516303320267,0.942126883726,-0.0287298449533
Kendalltau,0.675452182143,0.193831715157,0.0375707338007,0.807071105623,-0.0149974804618
