,0,1,2,3
0,-1.3215854222727965,-1.1819417747860328e-06,1.142341649273959e-06,-6.601954860279563e-07
1,-1.3169032435176173,-1.172984713471159e-06,1.101323469421267e-06,-6.398873910132968e-07
2,-1.3120755590489983,-1.1673766171782507e-06,1.1470120607759426e-06,-6.445246039047531e-07
3,-1.3070961987794487,-1.106584748361561e-06,8.109969554803698e-07,-7.635684727991948e-07
4,-1.301958655732261,-9.250650719327957e-07,8.219448449642286e-07,-2.1944528662797003e-07
5,-1.2966566271773712,-9.67207317986718e-07,1.2775564145472984e-06,-5.047550243365839e-07
6,-1.291182451965506,-1.2935303007888255e-06,1.2033773653108426e-06,-1.8361570673294803e-07
7,-1.2855288001887193,-6.816771988826797e-07,1.1261667344220072e-06,-1.0183990541874632e-06
8,-1.2796875593905377,-1.1240454676764156e-06,1.2587789021134554e-06,-1.052986357908195e-06
9,-1.2736503874543954,-8.770322838524969e-07,9.68447978588749e-07,-6.515049710744542e-07
10,-1.267409226900725,-7.478257613158235e-07,9.766832863578045e-07,-1.109590202169261e-06
11,-1.2609537248066633,-6.935198189061964e-07,9.836517106398546e-07,-5.112619160391185e-07
12,-1.254273950235588,-9.354157637919691e-07,7.82627319284579e-07,-4.4881036555775855e-07
13,-1.247360514481616,-1.130946247845932e-06,7.922220957023995e-07,-4.838049524596294e-07
14,-1.2402012014629327,-1.0198544505013452e-06,1.1441465418982055e-06,-9.20640702459577e-07
15,-1.232784975363856,-1.0350338171816187e-06,8.821938990988265e-07,-7.046348695907353e-07
16,-1.2250990076301052,-1.3465250995881028e-06,1.1075952632833008e-06,-1.557044654598716e-07
17,-1.2171299970675342,-7.432052512301723e-07,8.982881335439785e-07,-6.059132355582322e-07
18,-1.208864553124395,-1.1214420437555273e-06,1.0344578663668003e-06,-7.312573244641629e-07
19,-1.2002867832251156,-1.00370308947495e-06,1.4172386915145552e-06,-5.836662438189755e-07
20,-1.1913823995298576,-3.449358325913199e-07,-7.786914004159762e-07,-7.841244363251607e-07
21,-1.1821278430804902,-2.8568645041859853e-06,1.8862776324790609e-06,-2.5158402880802455e-06
