,0,1,2,3,4,5
0,-10.216595144211464,1.809314512316936,4.725138724737121e-08,3.972661864748428e-08,1.6455349527433327e-08,-1.3444175328558572e-08
1,-15.948146564013765,-0.12452089098124641,-1.8864380654903812e-05,2.0142136361533947e-05,-3.477202814572422e-06,-1.1623023040918667e-05
2,-13.44418788072892,-0.10847914192305819,-8.241396156627445e-07,-4.799074668451753e-06,5.328304020668639e-06,-1.3922702515212215e-05
3,-11.956160344623735,-0.09893258510579961,-2.2913710795435804e-05,3.5408642867579276e-05,3.294148076093961e-06,-2.9243513162136026e-06
4,-10.883734632177806,-0.0920800873778167,1.1298394274827928e-05,-3.456689591219142e-05,5.293693644770059e-06,4.791347192556472e-06
5,-10.038670545505992,-0.08666051554160126,2.0802257516105982e-05,-3.753245754749279e-05,-4.742825198356115e-06,2.540674774409446e-05
6,-9.337168638599367,-0.08213922786007327,1.0021027532225446e-05,-2.064292232503706e-05,7.556992978496879e-06,3.989507231938472e-05
7,-8.734441117349723,-0.07829906246384555,-5.177687848956225e-05,-3.229542649260675e-05,-1.5172582520150968e-05,7.637433705021124e-06
8,-8.203870487007542,-0.0749097860236056,-8.27642074741064e-06,-9.887911012744499e-06,3.048808860928176e-06,1.1798166778653751e-05
9,-7.728236801616626,-0.07185464318323181,2.4897494631304085e-05,2.137755208789227e-05,-7.630420771675972e-06,-2.7616756637316442e-05
10,-7.295689838732127,-0.06908126078731669,-1.594156873219177e-05,7.801138028992738e-06,-7.5878851368837985e-06,-2.2532795979801623e-05
11,-6.897858366435084,-0.06652132171353475,-2.5120799839850605e-05,-2.0655267493223384e-05,-1.435349776235384e-05,1.4234964534842742e-05
12,-6.528560696547021,-0.06415495693014545,1.990402543983194e-05,2.2068847181158646e-05,-1.1845797021736715e-05,1.2155815491410316e-06
13,-6.183020829142288,-0.061913115433171295,3.1499599729700734e-05,2.4098158222754518e-05,-2.0055081847658585e-05,-4.932661671508409e-06
14,-5.857650383437539,-0.05985905869424474,-1.217461504432471e-05,5.6957247477340545e-06,-1.2509432646412577e-05,-1.0790785297531968e-06
15,-5.549473484346503,-0.05785987764750006,-1.8287712678866086e-05,1.8357096467011558e-05,-4.5932736434384225e-06,-1.7147717227827819e-06
16,-5.25614353829286,-0.056010465434643775,-5.789068885597715e-06,-4.0965425151945345e-06,1.0226246410560691e-05,-3.2005336843554666e-06
17,-4.975702973842814,-0.054225857100326985,2.2507106662850163e-05,3.818758839892883e-06,1.746960267090536e-05,1.1139469318466322e-05
18,-4.706576112842724,-0.05250324431719097,1.897846437892703e-05,-1.75530420108011e-06,2.058837105489708e-05,8.730069271517538e-06
19,-4.447389499334682,-0.05081076623822631,2.2902228723920004e-05,3.037411912255178e-06,-2.2147613283340917e-06,-2.2751424418598898e-06
20,-4.197031154411307,-0.04922405622308673,-1.1978007242285926e-05,-9.45033608049789e-06,1.5576773626735374e-05,1.2324207169345236e-05
21,-3.9544789779941425,-0.047703700624594836,-2.5755331896304412e-05,3.7965310641336486e-05,1.1156741109741297e-05,5.936330857159167e-06
22,-3.7189378728291596,-0.04614292479400334,2.3082201502155897e-05,-5.072940445542684e-05,-2.1048445347005007e-05,-2.2720391690378428e-05
23,-3.489612622913973,-0.044684853731392,2.2296125862686367e-05,-2.038390256111841e-05,8.49088647958407e-06,-1.7854195936695128e-06
24,-3.265788924755797,-0.04326328012388811,-1.4965348897444386e-05,3.7567587843397726e-05,3.8043402367238244e-06,7.120533611904012e-06
25,-3.0470547358789832,-0.04183963257862894,-3.7849221659058685e-06,1.395994615303181e-05,-9.327765662203724e-06,3.476337319607836e-05
26,-2.832813310472549,-0.040459156763844206,-7.722804528098592e-06,9.826221223868323e-06,4.62363001652033e-06,9.264612927162297e-06
27,-2.6225596193149423,-0.03914909451339538,-2.0440628077600387e-05,8.025961698273146e-06,1.8465899758290938e-05,-3.8971874636223314e-05
28,-2.415916741229886,-0.037795048055549244,-8.791015034481653e-06,-1.0990507359864843e-05,-8.901416212347968e-06,-2.842834123313598e-05
29,-2.2125419985742005,-0.03648979931387508,-1.1911979545753404e-05,-6.451745447073193e-07,2.397069705240007e-05,-1.9034547046103967e-05
30,-2.0119919949779366,-0.03522490995002037,9.22057829122469e-06,-9.988466794053769e-06,9.397802671062827e-07,9.686318949098105e-06
31,-1.8140268304790725,-0.033952791963657095,1.9904909782209046e-05,-4.058877390299316e-05,-2.7858707419059492e-05,6.743015396923346e-06
32,-1.618365917545248,-0.03268725570115462,4.822367364321067e-07,2.8191426704717026e-05,1.6483912920584043e-05,3.748756561830491e-05
33,-1.4246689808929884,-0.031434526324161924,4.430371200919714e-05,2.0444553135229998e-05,3.9124795084166664e-05,1.512390431861188e-05
34,-1.2327802149140534,-0.03021871773263035,-2.590389862494602e-05,1.137468181840965e-05,-2.996381008590898e-06,-1.922129308176701e-05
35,-1.0423610103803347,-0.029007079010367254,2.432725824808024e-05,1.0268849891172105e-05,2.416293519891255e-05,1.8872192751095973e-05
36,-0.8532626423565177,-0.027770919518029645,-3.3365471718310724e-05,-4.430372895149366e-05,1.812970671327685e-05,-1.705440180688883e-05
37,-0.6652470961122869,-0.02658276747602039,-3.0376925005959343e-06,-3.526539595033332e-05,1.1785139451880866e-05,-1.1275877234741272e-06
38,-0.47814782539531153,-0.02537240070133468,-3.662474438753671e-05,2.1108819176432134e-05,-1.8685545893612487e-05,7.664489666707464e-06
39,-0.2916622742549457,-0.024173770097924957,3.282059313605701e-05,-6.224838375267633e-06,-4.595470343649044e-06,-1.0372777984001685e-05
40,-0.10572414074141966,-0.023005779106532113,-9.834246747247866e-06,1.5919594469234778e-05,-3.0225104249225615e-05,-2.0750743785737796e-05
41,0.0799525027138736,-0.021777155843221402,-8.937083208957614e-06,-3.289161042590135e-05,4.636125796420726e-05,-1.2833325336741343e-05
42,0.2654270097874082,-0.02062308152264993,4.6039049372378904e-05,1.8268562157294126e-05,7.101240396475972e-06,-2.4674181260359723e-05
43,0.4509221029645521,-0.019449725387390402,1.4264157224067042e-05,3.561975488644781e-05,-1.6867338651055386e-05,3.626193392371191e-06
44,0.636670945587388,-0.018229467910795334,-7.555897340555395e-06,-1.74037000725759e-05,3.149335798599551e-05,-1.3720720967856648e-05
45,0.8227236107365161,-0.01704936829215168,1.1150947715643511e-05,5.400670111148018e-07,-3.5489006075251073e-06,2.0203903063911732e-05
46,1.0093352864674383,-0.015870874157006894,1.666186192117447e-05,3.636379483779907e-06,-1.2998378789208509e-05,-1.510586867259356e-07
47,1.1966292723448104,-0.014638404539004043,-3.6622166866284722e-06,-2.031619708890535e-06,-5.489447468809416e-07,7.827849480369908e-06
48,1.3848045029197584,-0.013398469617448255,1.0060103426967615e-05,2.6548803691915472e-05,-3.981659755514233e-05,3.819031102955672e-06
49,1.5739745075242304,-0.012202502919282654,-2.456853846388718e-05,-2.1761809112872538e-06,-1.4743265625838387e-05,-1.5825574864181124e-06
50,1.7643822569655432,-0.010980015136752994,-1.3150022134644779e-05,8.561386271154631e-07,8.960284990200407e-06,-1.0381419017185811e-05
51,1.9560814633403114,-0.00981291411556258,1.334259821639261e-05,-3.985014310547291e-06,2.1234409037562685e-05,-5.843183667891827e-07
52,2.14940516339224,-0.008515431937262105,9.757549247479957e-06,3.271031609308056e-07,3.586596602045411e-06,8.430475975651497e-06
53,2.344398169186749,-0.007269873409497432,3.0895394612651117e-06,1.7890639424400154e-05,-2.9532604944870755e-05,-2.5233278137526405e-06
54,2.54133433893722,-0.0060407615106022605,2.1367555805396066e-05,1.1213485376996776e-05,4.5520032726509285e-06,-1.2328758619395419e-05
55,2.740361955129222,-0.004781714828636402,2.824082353380941e-05,-2.442237895984231e-06,1.4574306254733216e-05,-3.963655475447414e-06
56,2.941741546972149,-0.0034328799097706475,-4.290414257202002e-06,1.2666641184540944e-05,-2.4450701924916274e-05,-1.2096057731891818e-05
57,3.1456001234494813,-0.002163640071848022,-3.5384519597725372e-06,2.8103039900924387e-06,1.9873101219980427e-05,3.4830512501971e-07
58,3.3522285564178107,-0.0008035049714641973,-1.4741541008667092e-05,1.338284084724528e-06,-2.3026406687276513e-05,4.506964158268456e-06
59,3.561815213109682,0.0005248081977413388,1.651566149252215e-05,9.130014033346956e-06,-1.098197453075489e-05,5.992184635511544e-06
60,3.7746267413714403,0.0018929194801902693,-1.4506836742977924e-05,-3.569593230903778e-06,-1.527434134918071e-05,4.745696330216154e-06
61,3.9909060117979926,0.0032329179510273975,1.1595567143363184e-05,-5.955380871142113e-06,1.5879862454548643e-05,-2.6204021424947044e-07
62,4.210970169448343,0.004625628151185279,-1.6979991240173575e-05,5.3675284732095097e-05,1.4282832720646788e-05,-7.454600062156702e-06
63,4.435062571472031,0.0061148780713290996,9.691481991813689e-06,-6.514868463582818e-05,-1.8682730303920536e-05,-3.805568202577825e-05
64,4.663565743812649,0.007552076420081016,-9.32941279252475e-06,-1.883611543597799e-05,-1.752805324639617e-05,-4.5817298050448985e-05
65,4.896719630150297,0.00903649972903725,3.6191124159756782e-06,-1.4286097695180577e-05,-1.3092862953589801e-05,5.0838800281949315e-05
66,5.134987735755647,0.01055408938153174,-1.0105973300422733e-06,1.2416602115671027e-05,-4.516286786770962e-07,6.989383276229111e-06
67,5.378741071550543,0.012166399730864474,3.5901818725259105e-05,-4.358175516609025e-05,-3.882463023230365e-05,2.153920281730559e-05
68,5.628389925620063,0.013760122033380118,-2.3791110559390205e-06,-8.558575607844898e-06,-1.2612748815588049e-05,1.6631927361621113e-05
69,5.884378407110497,0.01542320896266447,-6.939665709637666e-06,3.1433915977201188e-06,1.5856944431957842e-05,1.1873092206959868e-05
70,6.147327607781921,0.01707828689335411,-1.4618261197973936e-05,8.20651495886393e-06,1.925947866898703e-05,-9.146717710073471e-06
71,6.417775272466875,0.01879826039336302,3.863428835071403e-06,-9.913964706398382e-07,-1.1570352921541627e-05,-5.801945491823446e-07
72,6.696278389263869,0.02062241272158266,2.638110418140549e-05,6.623530481704443e-06,5.152220417570241e-05,-2.324619879051637e-05
73,6.983587302339886,0.022423018084165025,-2.189655089268605e-05,1.9755339264466987e-05,-1.5838123903710866e-05,-1.1742429942673827e-05
74,7.280470063567121,0.024343755619280816,-8.458100690678094e-05,-9.305671704998297e-06,1.26934417101765e-05,2.2566292185721704e-05
75,7.5877523047522715,0.026288663123037015,6.358020678831622e-06,1.9555840572380023e-05,-4.476173190748334e-05,-1.3713445196239515e-05
76,7.906517981993808,0.028335758862841953,5.104326837734874e-05,-1.2078874239013215e-06,-2.6247387975075753e-05,3.1082219201783445e-06
77,8.237795686595756,0.03047167119763966,-1.6719024448441644e-05,-1.0113797774664868e-05,5.995818064485903e-06,1.6918865099413427e-05
78,8.582824676041989,0.03267535020036527,3.833992631774308e-05,3.8235777575418295e-05,6.090526726953982e-06,-7.334564592620385e-06
