param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,param16
0.0138816509788,0.00831806709662,0.00452969421797,0.812369392201,0.533635831237,0.0718352767636,1.90353706743e-08,0.0397135529521,0.438694200242,0.0170082322446,0.932889733136,0.323762542743,0.999497049188,0.707353676838,0.470440311255,0.478806277206
0.00841902799155,0.00741527219866,0.000233489973814,0.99966653328,0.621310900667,0.167917980679,2.50371175901e-08,0.0959992077876,0.836504513177,6.81613536323e-05,0.0951615732933,0.346162901508,0.997787016425,0.710355177589,0.556889352818,0.595857847134
0.0348950514023,0.0313670960619,0.0172471930265,0.0533991374328,0.881941801837,2.15211171412e-05,0.00752320118979,0.00534863111717,2.40447034564e-06,0.979679996532,0.0279387892157,0.199372162117,0.00734257891047,0.0155077538769,0.560305560827,0.147158071679
0.012757184731,0.174485345638,0.124085907994,0.800698057001,0.633025291094,0.00525094227535,0.0032732284852,0.00345760860158,0.0353110163117,0.128637851295,0.0117938192774,0.702460900275,0.00236688652323,0.994997498749,0.767650408047,0.199392852215
0.00744625955014,0.373795450284,0.170570721383,0.335423058112,1.0,0.0323207055955,4.8063609566e-09,0.0166783773489,0.457147415459,0.0461678372209,0.0372387119643,0.28992656539,0.0207683478971,0.304652326163,0.639163029038,0.709371903107
0.0199080090484,0.0141924859755,0.00716566140034,0.666855631141,0.027146732375,0.803469944362,0.0497385085392,0.328107093396,0.208722030778,0.981519996846,0.775715687865,0.246213352766,0.00467794550629,0.964482241121,0.782216739419,0.164155700792
0.0280531298787,0.0241512390022,0.00826744013242,0.506869414432,0.0416371476171,0.144389990014,0.0108996615022,0.0256317386193,0.0950010164671,0.486299912333,0.0143322076128,0.0677728572229,0.0139317375039,0.567283641821,0.71764091858,0.938908890199
0.0226165408384,0.0111609957393,0.00400176284597,0.196967675959,0.702968773452,0.466775451013,0.295725515863,0.33917587852,0.229639775405,0.903939983607,0.0446798503469,0.165569818936,0.00785055923101,0.102551275638,0.522110457392,0.0617935948418
0.075864974133,0.00583125477937,0.00450817109855,0.285403050109,0.423257701726,0.19801107871,0.0245092258655,0.0915792578279,0.0921428184657,0.0199960327545,1.0,0.592051123942,0.397495103774,0.990995497749,0.633469349023,0.476686277707
0.010463694134,0.00938041411227,0.00296270863333,0.660653150149,0.191101340799,0.229198361301,0.0784965607292,0.236354680939,0.358377606188,0.997339999546,0.029167977263,0.19869947867,0.00293170028558,0.829914957479,0.611928259632,0.461708293087
0.0128387911417,0.00472639387656,0.00166588944291,0.817371393002,0.934456556974,0.114840961655,0.0179599300907,0.146039445595,0.430779821271,0.105303847313,0.0950865618177,0.389730366052,0.0242608383385,0.741870935468,0.489324349972,0.127701744923
0.0356490345586,0.22733760983,0.107251753878,0.544351073763,0.110026330367,0.011750640375,1.5731477236e-09,0.00109357832076,0.000188495099059,0.318699883731,0.00906590194701,0.159930489377,0.0946835081423,0.555777888944,0.546308597457,0.297514959168
0.017863342906,0.0224586861298,0.0361711395467,0.47823573874,0.0218181133147,0.829827097318,0.0429479200467,0.331473113473,0.294603294398,0.987299997833,0.975146197741,0.102146981333,0.0214231898549,0.978489244622,0.63233061302,0.240613670861
0.0231532406682,0.0213133119934,0.00986578797678,0.565726290516,0.0256484332677,1.44693696819e-05,0.00259837315163,0.0023391318177,1.1783829569e-05,0.0255358336999,0.013877137994,1.0,0.63420387413,0.445222611306,0.556747010818,0.0673507532898
0.00130064597732,0.079599351128,0.0217547491788,0.917967186875,0.0937118988201,0.110669760843,0.00171994755928,0.0418857074816,0.000516453841326,0.633319937423,0.0105321262573,0.312999607601,0.999949704919,0.366683341671,0.399126969064,0.050340579801
0.0277587460169,0.0226407455996,0.0149360199653,0.88984482682,0.533887262056,1.16740606162e-05,0.00300491316693,0.00497559540893,0.885590065654,0.921779986651,0.0216908333721,0.136655642132,0.00465380386729,0.248624312156,0.0989276902638,0.888079079745
0.0439728884479,0.0195067218707,0.0170073639816,0.391056422569,0.232838856742,0.0240236431113,0.00449061029548,0.00593598271051,0.0256554739672,0.99747999957,0.0261185107404,0.0471663209821,0.999144983619,0.511255627814,0.673325109129,0.175332739566
0.0236729183018,0.00701364100583,0.0207375255587,0.604541816727,0.0040898405585,1.66801061122e-05,0.00424298500887,0.0065988491363,0.00103548127466,0.054383838623,0.0139956561255,0.931554459331,0.511835941469,0.15907953977,0.737189219966,0.00879360738613
0.00620714380516,0.281670357622,0.35577716397,0.133820194745,0.279862134219,0.646898783458,0.27082650942,0.522390746647,0.198408733829,0.986739997737,0.0261240115819,0.0757890016257,0.0252340481606,0.388194097049,0.530840766749,0.20971687344
0.0212858056262,0.00984806687104,0.0122123204485,0.683340002668,0.0147197641493,1.1020572489e-05,0.00227977941868,0.00505199271855,0.214532743214,0.786439963554,0.0149738057677,0.16722910477,0.00833993037149,0.836418209105,0.39125071171,0.344744533788
0.0219997365565,0.145971031437,0.304003812667,0.243964252368,0.0789574812182,0.00613584136929,0.000443143322971,0.00194252136209,0.000408568143738,0.0230698332791,0.31775062608,0.654689164191,0.00333456388632,0.944472236118,0.574919339533,0.149968011842
0.00523037014115,0.0204405268981,0.0135995367405,0.59022497888,0.00943228831388,6.15100989268e-08,0.00349202966438,0.00546612664947,7.97711990261e-08,0.134913852366,0.0102370811199,0.397836201581,0.999798819675,0.517258629315,0.843376352249,0.428666407416
0.0156209188972,0.0121033035441,0.00415703677891,0.700302343159,0.742283410594,0.0278871422979,5.38161316319e-06,0.0123089807244,0.871811664959,0.680899945543,0.0266915984142,0.0869443354448,0.176483428274,0.434717358679,0.488090719302,0.360650802213
0.00708278559828,0.225732085386,0.556879967613,0.24466453248,0.0936833271362,0.764599188972,0.00188530403925,0.204913279914,0.224481076573,0.988819998092,0.26600771019,0.0890296541286,0.0502880399303,0.648324162081,0.69856709053,0.300437798713
0.0234836715335,0.027577358144,0.00642003904909,0.660808767952,0.143140912088,0.000110559932382,0.00193116057381,0.00156217370013,2.91902800018e-06,0.0290118342931,0.0113237473635,0.623532709233,0.00331042224733,0.44372186093,0.553520592143,0.44842379919
0.232849674333,0.0591176607839,0.0072748143631,0.613134142546,0.0609744633277,5.57568644159e-07,0.00176482145382,0.00143194528289,6.18814383832e-05,0.999819999969,0.00795273164865,0.168417512192,0.0142108752048,0.563781890945,0.764376542038,0.342436368654
0.0794146026712,0.0515151774327,0.0165564033843,0.500444622293,0.122506441925,0.00937486947789,6.27084779582e-06,0.00202711310262,0.443574050488,0.709759950468,0.00771669553867,0.0624138124334,0.631437644661,0.465732866433,0.530603530082,0.249018402599
0.00353515967145,0.0219740278162,0.000116906410302,0.679360633142,0.256130493514,0.982045700854,0.0321874658483,0.481796796646,0.07578096764,0.998539999751,0.0316123512156,0.175009809967,0.00872468774299,0.305652826413,0.815050294173,0.175696526462
