Component,Relevance
1.0,36.79874437318193
2.0,23.376346131781272
3.0,9.997709524732565
4.0,7.132523365569967
5.0,6.6440861899208885
6.0,5.105874170128208
7.0,3.8275918758987055
8.0,3.211954923187701
9.0,1.5630296178900276
10.0,0.7677463596728343
11.0,0.6651511215673133
12.0,0.3265025880206775
13.0,0.3085028113997964
14.0,0.27423694704810775
