Feature,Average,Standar Deviation,Variance,Max Value,Min Value
T0,-0.036783292383292386,0.08421530623582406,0.007092217804393626,0.2162,-0.27
T30,0.017494348894348886,0.17770311918357992,0.03157839856757361,0.7178,-0.6693
T60,-0.057239557739557724,0.20527923843507054,0.04213956573248254,0.725,-0.7878
T90,0.04065454545454544,0.1997467088294174,0.03989874768818405,0.6065,-0.8833
T120,0.04996068796068797,0.2020576803033017,0.040827306169551277,0.8240000000000001,-0.529
