param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,param16
0.423053190176,0.140061325385,0.228396232863,0.846346346346,0.702702702703,0.596705293645,9.9999999778e-08,0.604350277456,0.680673171729,0.0419067191816,0.933830179975,0.707606482887,0.972972972973,0.624078624079,0.243243243243,0.810810810811
0.203877651639,0.0957647404951,0.0540540540541,0.978978978979,0.75393761108,0.707394498092,9.9999999778e-08,0.699710796713,0.906866866867,0.0124097310954,0.7588085103,0.74469872171,0.955812955813,0.632632632633,0.411411411411,0.891891891892
0.758803219463,0.589625201713,0.543036620036,0.014861145338,0.896701299,0.125234505504,0.712287156266,0.317073418596,0.0128593601494,0.81817158524,0.525635829804,0.489432829055,0.257737478159,0.0122122122122,0.422638234565,0.397868456692
0.380908278105,0.817867365693,0.845014213392,0.827878129386,0.764085598601,0.26310415137,0.542850702657,0.206267110074,0.284824284824,0.139954042762,0.191880577304,0.943532251405,0.0784984409145,0.970798384591,0.84579752166,0.48361011614
0.144381223329,0.909031168573,0.886956922793,0.243243243243,0.9999999,0.508518183725,9.9999999778e-08,0.500525408768,0.711885518959,0.0810810810811,0.62651790541,0.638887163025,0.44496570303,0.156156156156,0.628933569331,0.943212566667
0.550509572072,0.351351351351,0.349299794844,0.699764512714,0.225868685303,0.96325136258,0.874250073043,0.899649546877,0.451547560319,0.8206469943,0.918918918919,0.565543869979,0.186668273625,0.920997920998,0.877757456705,0.434614413462
0.712200572666,0.53116536298,0.385545545546,0.444633674771,0.287298878012,0.672906534853,0.742530801937,0.545522149863,0.360511479221,0.447213568709,0.27027027027,0.0952533561229,0.363399858192,0.475475475475,0.766666666667,0.990508219391
0.608671171171,0.260390191516,0.194167337385,0.0958274857772,0.802971776291,0.894491236263,0.970514288879,0.909572746399,0.474376539258,0.724751066856,0.663542663543,0.391891891892,0.272742696472,0.066540224435,0.324324324324,0.233393494611
0.892892892893,0.061607170005,0.223807361738,0.194120872465,0.651586545895,0.734433169124,0.813106511952,0.678501395564,0.356227994023,0.0466755656047,0.9999999,0.879759794949,0.850630745802,0.964464464464,0.621621621622,0.803431636765
0.292560853536,0.184230605524,0.152574122835,0.68567389434,0.505610435727,0.761454771449,0.901758310034,0.859889712287,0.589644953045,0.894838234461,0.535570128549,0.486486486486,0.0981287611722,0.795831976555,0.552576967211,0.788724396912
