,0,1,2,3
0,-9.213833040545255,0.10713479269351521,0.44591062516861424,0.00022023225754175257
1,-12.673610180609536,0.2980141634277033,-0.04824774487102257,-0.002302393121240698
2,-10.633350580634662,0.21876278646337144,-0.040617244264237407,-0.0014655623250652283
3,-9.421958097835248,0.17246445582099218,-0.036100914130253514,-0.001036352574078414
4,-8.549753616563954,0.13957260716183828,-0.032812884770144546,-0.0007354403976611579
5,-7.863100422761723,0.11411742744683744,-0.030246847692218193,-0.0004709839662484505
6,-7.293602216247821,0.09334969558781891,-0.02812245602388641,-0.00028843157922331386
7,-6.804836643699943,0.0759067661412652,-0.026263496808708986,-0.0001479639874960581
8,-6.374964126029429,0.060733290894557174,-0.02465531340949756,-2.1743099702042912e-05
9,-5.98995242110993,0.04743759593654922,-0.023194608017607532,9.709912639976892e-05
10,-5.640209834110423,0.03559070036434862,-0.02191165920113214,0.00016534810100155006
11,-5.318869988450105,0.02493977748245778,-0.020688746361904986,0.000268886510884081
12,-5.020865217809577,0.015225803217197353,-0.01955986539139598,0.0003144955158939089
13,-4.742374869137421,0.006348953881736119,-0.018540320541749145,0.0003878477288316029
14,-4.480371985195946,-0.0017979768665490822,-0.017542980352273974,0.0004175797791837743
15,-4.2325194479268715,-0.009342833213546467,-0.01663909981420786,0.0004924307220514068
16,-3.996855055539409,-0.01635045527890492,-0.01575622895242268,0.0005171965134825873
17,-3.771825121535045,-0.022854032156401013,-0.014923058213973217,0.0005437809785505676
18,-3.5561193071166266,-0.028936702250038162,-0.01412292819237182,0.0005859893036997965
19,-3.3486441222478662,-0.03462134839836646,-0.01333843032279014,0.0005977632523112009
20,-3.1484514498745106,-0.03994823471479507,-0.012606713301627881,0.0006283736610797619
21,-2.954822437081732,-0.04497915530248107,-0.011855103054766891,0.0006400289810103987
22,-2.766899131649091,-0.04968674052473976,-0.01122529322589294,0.0006105741160984945
23,-2.5842559812727908,-0.05403118565798012,-0.010502332257621427,0.0006969245508088306
24,-2.4062708273637083,-0.05819778099616736,-0.009867337518149388,0.0006066266810462184
25,-2.2324367985929654,-0.06204412556255681,-0.009252232780481151,0.0006730927776996132
26,-2.06245176304105,-0.06571916139178328,-0.008627251322407825,0.0007200999645473605
27,-1.8958993710323053,-0.06910336454434507,-0.008043916220009883,0.0006199739212973676
28,-1.732390944682685,-0.07236670051092814,-0.007388342522823832,0.0006887628321089467
29,-1.5717931567070396,-0.07534811605493166,-0.0069175747787530995,0.0006273313972379735
30,-1.4135999042245153,-0.07813591590287444,-0.006270255626616095,0.000641205750561813
31,-1.2577462170661131,-0.08074851844415494,-0.005736057314195797,0.0006259664099815265
32,-1.103855960823061,-0.08318592679325143,-0.005163567952743864,0.0005613908906899889
33,-0.9518171195885311,-0.08542562911710291,-0.004662673694026065,0.0005627999796939398
34,-0.8014383076262138,-0.0874426924681098,-0.00418291028354234,0.0005658510040502246
35,-0.652444915753216,-0.08928153443067982,-0.0036371822498649786,0.0005103949635060362
36,-0.5047818330433194,-0.09088657529093182,-0.003141495195242483,0.0005040663571346665
37,-0.35815495532482733,-0.092389277586402,-0.002672313519049785,0.0004675431705428376
38,-0.21254279416141025,-0.09367856990027762,-0.0021546045385641144,0.0004332927012227171
39,-0.06761767653580798,-0.09478825621151925,-0.0016280908816374458,0.0003998956766133547
40,0.07652991902238722,-0.09571934802033184,-0.0011886427987905478,0.00036765467585361637
41,0.22020077343216804,-0.09642639186004627,-0.0007016412769336039,0.0003591903787544988
42,0.36345284204139233,-0.09697284371848253,-0.00022818440656274808,0.0002971820572199649
43,0.5064490060949125,-0.09729451554721698,0.0002252953518999956,0.0002497518059227516
44,0.6492446383020783,-0.09743113753134758,0.0006704983317686874,0.00019745063869738844
45,0.792001924191241,-0.09732528770079267,0.0011199546812890038,0.00016028873402697263
46,0.9348971569621278,-0.09703341639016512,0.001537813838833224,0.00011600564415126247
47,1.0779652938202098,-0.09652538832007942,0.0019670562357177457,0.00010091354756680548
48,1.2213564961744579,-0.09576481023826247,0.0023742976805043448,7.17058383917224e-06
