,G120,G30,G60,G90,GB,P13
G120,1.0,0.4088505461109511,0.44690486917349226,0.4243580438202806,0.25382541396497155,0.7716979199279799
G30,0.4088505461109513,1.0,0.4376519182119542,0.42073033026921147,0.23723189743652107,0.7684571420230959
G60,0.4469048691734925,0.4376519182119541,1.0,0.4613025284239594,0.27994026710241243,0.797839657632198
G90,0.424358043820281,0.42073033026921114,0.4613025284239594,1.0,0.26466975914203744,0.7822807619492557
GB,0.25382541396497155,0.23723189743652096,0.27994026710241243,0.2646697591420375,1.0,0.6551198545256733
P13,0.771697919927978,0.7684571420230936,0.7978396576321972,0.7822807619492536,0.6551198545256736,1.0
