Performance,Mean,STD,Variance,MAX,MIN
R_Score,0.5122389003601064,0.36688070097072856,0.13460144874477314,1.0,-1.722732601450192
Pearson,0.7461890786025742,0.13548472259181688,0.018356110055781572,1.0,0.2907738465866037
Spearman,0.7435004353265026,0.13255170856292964,0.017569955442951837,1.0,0.28968349875321603
Kendalltau,0.5876393198336834,0.17353512122772188,0.030114438299520135,0.9999999999999994,0.238955038497714
