Component,Relevance
1.0,28.267226392897737
2.0,16.001117121664752
3.0,13.065861049708861
4.0,10.245598627872642
5.0,8.64106746322065
6.0,7.875877568020468
7.0,6.029978520308136
8.0,5.148384771373833
9.0,2.5521170968890283
10.0,1.0695719089540272
11.0,0.8183533798852289
12.0,0.20794185122870418
13.0,0.0769042479759311
14.0,-4.152786127353655e-15
