KSJ,KGJ,KLJ,TAU,KLG,KXG,KXGI,C,LAMBDA1,FGI,KXI,GAMMA,BETA,D,GB,IB,Status
-1.5504930555667549,-1.9955627925380968,-2.486670976394266,2.0152141416188867,0.2135986874701118,-0.7213136163483804,-3.482816642649253,0.06455665578956793,0.021383024445986103,-0.2785825324383662,-0.7202202281747448,0.6586546141705834,0.7779412815947618,2.623081773058229,0.6544521879210613,1.3706988071706758,N
-1.132455156274768,-0.3418146226970785,-0.6792221750811378,1.8976705686864688,-0.7154355619406767,-1.7113444675972356,-10.531253172780312,-1.9764021440041697,-3.3370198853208213,0.2023585334212214,-1.7343542077741576,0.3991613298887939,1.300999784943585,2.6192234858760908,0.6658606314517586,1.5683989591952263,N
-1.4180770494547192,-1.3414580574187804,-1.151234145435713,1.8636815027234084,-1.4179740755684205,0.13757869708143547,-3.1041805818991643,0.4201542656365652,-0.14361901818211084,0.6934161173162133,0.29010169991177964,0.2992111523654713,0.7350339510773342,2.627947913570791,0.6825352036230201,1.5116251888473915,N
-1.3119882495972477,-1.3638535531813052,-1.7153040191886804,1.90811725731407,-1.3477574825459957,-4.619305675536928,-4.3224183452720775,-1.689570644757267,-4.532951679015656,-0.8938823023191699,-1.5519706760071836,0.9999988298961731,2.1047267876923317,2.616909996629189,0.6679204411663652,1.2711323758031938,N
-2.2919378341447523,-0.7964176471730243,-1.371995134584533,2.051616787073117,-0.7851404937999944,-0.737380600616479,-4.501602417568393,-0.4760847436351634,-2.8996280761719846,0.5005922355409057,-1.6702564459236695,0.5879719639949493,2.301010750906457,2.615254149298768,0.6357688839230543,1.2383715119729646,N
-1.2369214905033097,-1.3379958299775452,-1.5352739248591276,2.041731466013316,-0.029509721230392662,-4.712120020896098,-4.259289438161245,-1.383515186952606,0.33436563564437605,0.6636017199471916,-1.3597100555652326,0.3616238946070629,0.3219573956243518,2.6127673577930683,0.5670352973509001,1.924768013987771,N
-1.0441262522897128,-1.401709703367435,-1.4788924710340705,1.8143576072288168,-0.3898967164093319,-1.400776228837174,-4.084815533872639,-1.310083013700169,-1.203676508898463,0.6978762969975301,-1.2795530349777358,0.1764436629817202,2.300656714525798,2.618293135026758,0.6902598913869289,1.4357963361394734,N
-1.3028436797927956,-1.8333947086835023,-1.392791145673548,1.9264588902318271,-2.1443107698803137,-4.557777135553661,-4.1094519573287815,-1.265784337278372,-2.5976108591623173,-0.5655525314602923,-1.548315050849542,0.9726440978435408,2.0125819262497338,2.6108672017727073,0.702027589350442,1.1461675778703202,N
-1.826651047367508,-0.24886500289222985,-0.15846876756944778,1.6240232141561384,-0.3100067936848073,0.029420365981674863,-2.304431298214463,0.6175922952973018,-0.3152996270920203,0.6931697155386344,-1.2794612567601371,0.2446470788615425,0.7917330711835128,2.6157100034989598,0.6627971624884139,1.477385554323967,N
-1.3465571444463331,-1.691591947791922,-1.6226684680450667,1.961477873018296,-1.5888031778025569,-4.73703289859884,-4.379226722550071,-1.377196988206169,-0.2813658895257513,0.5946309083251571,-1.5192897419011335,0.4102897050562129,0.4520249658099318,2.625038722190284,0.6340990448692634,1.6104665564186655,N
-1.3330179570607212,-0.5338804248929788,-0.22676659519867676,1.7158700932201452,-0.8595178032805901,-1.993546909760617,-5.090576263845932,-1.7621575358347168,-3.0013441347017937,-0.9379949971832808,-0.19674235469622314,0.8401045514847993,0.2639605892288169,2.6272569484767483,0.6714829013948266,1.4023411202886604,N
-1.8875723213089195,-1.3817290397389448,-1.5759687537744522,1.9197860266851985,-1.7819252750891248,-6.713268011853094,-4.194041199318863,-1.3444605823610234,-6.113232411213549,-0.17097033938366685,-1.6824098966076135,0.6654911475930415,2.300942231221124,2.6184125331305084,0.7209123139497424,1.6764385289741808,N
-1.472250814688597,-1.60464354815163,-2.0903385173941293,1.9686608562163384,0.11360883817360365,-1.3360036146613894,-7.006205908619942,-1.0020852657289894,0.3275602664049225,0.5320595867353709,-1.2701761048938722,0.2685782233102601,1.5594685546260487,2.6166808006851183,0.6542090370116637,1.6237686189238267,N
-1.7784677179204134,-0.3448895939408195,0.03612018647510537,1.7163991806833705,-0.7852512185612602,0.1020368316877344,-4.4617390847429474,0.21146845056664768,-0.26168043370703825,0.6940871100679972,-0.27389471709760504,0.2729064410270693,1.048127253217201,2.6211444119685767,0.6949453222701583,1.5711235679597084,N
-1.3061461958349043,-1.2534412199676592,-1.9017652571910708,1.9517481781095256,-0.6011683390097239,-3.7376025477635983,-4.4513086139319675,-1.845425364705746,-5.113830891132189,-0.838446524444157,-1.6392242059073567,0.8223028550230619,0.26283915639044675,2.616869524776603,0.6672863225289749,1.6906149143522549,N
-0.3301295671360472,-0.9249910136441868,-1.8475380337022624,1.930418043659996,-0.9717732102725418,-5.993902899539533,-4.490423971311719,-1.8780559210550696,-3.8196584654111385,0.6988895482609863,-1.7902429659013919,0.41207805452502977,0.6019396378191143,2.6193859043786203,0.7069358894457496,1.6085069647255301,N
-0.7928195790752979,-0.9844197351576002,-1.4905607763963766,1.875398603205897,-0.6687696584655072,-1.8094578628955815,-6.939801365812803,-1.7456222446740153,0.03410520907997696,0.550081224533112,-1.803078289755371,0.21409886445276485,2.102857066242704,2.617333095201816,0.6627470176898702,1.5204997138967067,N
-2.019132755557864,-1.3507873461610376,-3.6231807815042743,1.959773504617252,-0.3484937889279892,0.21073095300224828,-3.229438473913405,0.5824772183240601,-0.7333065033509549,0.6983378070181171,-1.197085492418393,0.4218451342298276,0.4636151764683462,2.6139733299036165,0.7159491192435402,1.4362657011370896,N
-1.3811916725764972,-1.479551079878028,-2.0543887317030327,1.9194329214720651,-0.7098393982635314,-1.6158584309141075,-9.979867401706736,-1.4323232325496018,-0.24000334185368005,0.6984706418766413,-1.4237900696765964,0.2689006454044269,0.9466093439778294,2.6155908899173648,0.643451876120201,1.315886037624926,N
-1.188456621704333,0.0860315298569318,-0.3434243097984005,1.8744097437251168,-0.3837651315380968,-5.8421375721663855,-4.1980761262017054,-1.471519239159728,-4.086211123754762,0.6562661310825691,-1.431687111947639,0.2498117170504107,0.8355630098290542,2.6167068280243133,0.7348039054034388,1.712205198029905,N
-1.9887087786675763,0.06764621567439147,0.1938017428758906,1.598802109136371,-0.24508957867783954,-0.02022656966913364,-2.5625837348078053,0.4229120475067908,-0.02402153695179771,0.6779889346884289,-0.04506573145258548,0.058040176333602624,1.9300074024974605,2.613650684093076,0.6571190728269788,1.3053761695849946,N
-1.304784524274352,-0.3909655756185764,-0.6819893920055494,1.881681086471184,-1.6394837364061925,-3.2943686290096084,-3.696685770060664,-1.3761830050172217,-0.3671738438765164,0.3836724778256841,-0.07974300648637803,0.5218586433752784,0.2064622114016928,2.6232977973981173,0.6719340020300717,1.3838166831289915,N
-1.748977432171661,-0.10618982074436054,-0.25493778665874506,1.9130115429143248,-1.2414853327224051,-1.1153042203773635,-4.277669539903586,-1.1705531027902891,-1.1051838449913869,0.6676327667089325,-0.8399081961586471,0.4295720482429499,0.3512317289574707,2.6267326939261784,0.6127151477833009,1.5740423327546633,N
-1.1272063599889544,-1.9479526878649007,-2.740042187712976,1.844476331418606,0.10404381627900866,0.026465672746736568,-4.450482530514372,0.4323502116139484,0.3278848299742223,0.6986375769357835,0.2766691881025676,0.19948659382228587,1.2636450547485212,2.627976325787764,0.6545779366383,1.5992414158319512,N
-1.7066141310416347,-1.403156088553419,-1.970182169164105,1.9747126430153872,-0.20048546746232535,-0.4352217192041744,-2.4419369081951534,0.24857310184398665,0.06176263032725687,0.6268017005592527,-0.8914973469890871,0.5623263077227867,0.34118579328058035,2.619302769523272,0.6712979138860796,1.1458441612581696,N
-1.3703201550323605,-2.390892807317424,-1.4798940024263052,2.0787738217175518,-3.8954353917915694,-1.5355180371367814,-5.831502516476967,-0.9901761917918852,-1.287087444608195,-1.6960700694599151,-1.5888956375809389,0.9996743856424002,1.6604692700397008,2.6274433957136356,0.6463509270687574,1.7070239268580003,N
-1.7502200873385738,-1.7962861666802772,-2.2098527974067683,2.0044095792702983,-0.08560042354591793,-0.07693725079987873,-2.3445097658430782,0.8080583752518188,-0.13955486643347362,0.2533857594376201,0.0504771144028708,0.31605713613806585,0.9336125853185108,2.618047152392656,0.5915955620075882,1.7975335324113029,N
-1.7287996926099605,-1.6651686894103015,-3.1379221352682882,2.074894693062049,0.19468466696862846,-0.4224742662002719,-5.986183921801874,0.015870657239422287,0.3182800039579898,0.27577639604467363,-1.2811879480050483,0.35361283835233986,0.8338523693485648,2.628388924560829,0.6619217916500767,1.2785614892880788,N
-0.8756987316801332,-1.9445356401979548,-1.9812640270801016,1.751389575907888,0.2104288132467896,-0.7339920505916029,-3.2164599373000984,-0.12885909056581124,-0.5057627773463759,0.3671794448033636,-1.3937199792255068,0.2605159088407519,2.151221637742979,2.6279210452025645,0.6434608806460124,1.7474012584998275,N
-1.3289812739761115,-1.7761280262891894,-1.5169071059172126,1.8818972021971525,-2.138380847260388,-6.3006641543015265,-4.5505543124893535,-1.3160751033572822,-4.244362799263105,0.6583074216524117,-1.6584460618470958,0.4017040084526351,0.9503070167411686,2.6196842128462223,0.7054592455232988,1.7866167644216109,N
-1.5475079184485645,-1.7072080253893287,-1.8967806236630067,1.650325526584196,-0.4266434762238011,-0.1285226500538182,-3.8051261611675886,0.27155861644117496,0.3280222752836117,-0.0762325179725071,-1.0739356253223042,0.5981667264972301,0.6867620267918433,2.6130962305939165,0.6627780348364155,1.4672368029945126,N
-1.3335073056670703,-0.015046405160229703,-1.2553909749065577,1.992920040434052,-0.1773832861313207,-4.169730616529038,-4.63651604792414,-2.122536580789113,-0.9507518325225448,0.5427985449662871,-1.879440713319381,0.30849446148305404,0.7254547384828717,2.6141737689524978,0.6428873875868347,1.778090996299632,N
-1.5967715897882928,-1.3044276389814813,-1.6316774021224258,1.9703545601641448,0.20844153649874214,-0.13158109039255836,-3.455204315749365,0.21741768150843474,0.24855543742797465,0.5115665351619677,-1.3472323717276105,0.3706815095898187,0.8030173336119896,2.6168347479596803,0.653590766899125,1.399572478426469,N
-1.103151064019372,-0.9411449876123248,-0.7102225809196246,1.620011423009259,-1.126450735197854,-1.5657875441025515,-7.6625380597356525,-1.3580764191522612,0.30102802483115043,0.6981499893329998,-1.1909635624124189,0.13067595996903356,0.8156169251123943,2.62406220991134,0.6766948845927344,1.7371925599756075,N
-1.55848958638513,-0.40514597487680654,-0.33081949926874193,1.733725481430636,0.2406593155301389,-1.5677289120673927,-4.39535874175475,-1.0603653776514483,-0.6756739175876819,0.6729751931080631,-1.5193263963069334,0.3928472289465415,0.9574037703440104,2.6169739975659705,0.7241061502218119,1.1625419702009394,N
-1.489796020696884,-1.0637319964623402,-1.6358797869664552,1.89251121470034,0.1049548164290141,-2.4667673835969586,-2.8734819926547015,-0.2731087058380749,-0.7783175284883412,0.3599977004759963,-0.8096567881351409,0.6535045537732574,0.2297106259516548,2.6146045068392807,0.6899211165392567,1.7530764440643114,N
-1.7203048094811468,-1.4346049438415391,-1.517032678901176,1.7477361685490056,0.2316548327960921,-0.5261604529819557,-2.8724699309682262,0.1265231036417551,-3.0155310615577613,0.3413578425541151,-0.4599651262026338,0.3003319310603661,2.301024570942415,2.6090117919784013,0.7180707408108261,1.8844526049096848,N
-2.168811642942185,-1.6212301969792844,-1.9674103999006152,1.9741679740083065,-0.21050643967092325,-3.9236916837704903,-4.008666408138627,-0.8067704884933486,-0.635378679022234,0.6989645343017701,-1.5975892356176695,0.7482671239292612,0.19827925340236846,2.619232113421832,0.6810614989655293,1.527436605886221,N
-0.7433778651220473,-0.9257606989015148,-1.1510080138549224,1.8815484655579915,-1.5447597128405832,-4.840056787456427,-4.241584548042393,-1.4082071953120021,-0.027692074006631127,0.6978187620021113,-1.3653334207263954,0.3284838896726213,0.712389415036011,2.6206499075025564,0.6961316929143946,1.5388869735522663,N
-1.3992175651529768,-1.5855758538234896,-1.8534557870609647,1.693767794533383,-0.41337157813814795,-0.2822778496424566,-2.7771807926517798,0.22309330177729164,-0.003486693859686698,0.18927540570656035,0.2773187519818656,0.38230380790722784,1.998424543041754,2.6257300405443496,0.6333483842928016,1.4651002640962167,N
-1.6055434018673267,0.02309536428212133,-0.22326767363849825,1.9687022754640413,0.14914408226474982,-2.9395770606270446,-4.188279335375978,-1.742404119313402,0.11266795365373294,-1.5963468164227728,-1.698645364631436,0.9875988562622091,1.976838062630473,2.6186814415935884,0.649824436210579,1.148726676158926,N
-1.7682532326154583,-0.496159764999567,-0.9832022395578088,2.027638287096792,0.16295138250596947,-1.3531660050817087,-3.620662387350489,-0.7083272837107306,0.07492904003198197,0.6989460667716038,-1.6021834023461852,0.1948766656402642,1.141274334007374,2.6275612761148324,0.640649426581275,1.6314463490394369,N
-1.6179318578467452,-1.706951581409737,-2.401252454415376,1.7528232966138697,-0.02696280467078494,0.009631576131994043,-4.088098144057081,0.4450238681923394,0.2967993405653624,0.5944985703539751,-1.356797018865481,0.5589353343193955,0.319311388103487,2.6179139259396487,0.6869703799544575,1.3979217254380036,N
-1.1817246643117272,0.04607942316086743,-0.13366132750574766,1.90474051204424,0.041611849266844365,-3.6129337011345566,-3.751197214188105,-1.4126096693731156,-1.6169154339580505,0.4181371447779362,-1.685274252753885,0.3652633738266071,0.8308591891300685,2.609398618302499,0.6750803465057346,1.2315863870356596,N
-1.4783319675088131,-0.8348932809366032,-0.5469100949965067,1.7241420500956837,-1.9577276663340888,-1.2615713221425775,-6.9155856609539175,-1.3264122844592618,-1.5043912723169093,0.6984139777133735,-1.3748801612108357,0.40777659438790265,0.9143484607113712,2.62668977258174,0.7008028779634905,1.3422314003847895,N
-1.2614243873075437,-0.6163591032588595,-1.01712487754944,1.7345122684198335,0.20728578793010405,-5.68739956073874,-4.5183088502180615,-1.9568336152772787,-4.4264016122613885,0.2884712456752321,-1.4238586971093543,0.3241313313085345,0.9519260877586272,2.6189329660855307,0.6634077052157069,1.7774158941606726,N
-1.2425818804537032,-2.155497003450145,-2.642498158477593,2.0787573064695195,-0.2882761752292609,-0.8497679614032396,-3.413970322745003,-0.0277176271289908,-0.29909208424950096,0.2268157426506304,-1.4594106395632926,0.6399256548483878,1.0110389696639202,2.627474193042049,0.6704967529634631,1.1646671045038297,N
-1.4567963938327757,-1.6408995825500658,-2.2661988834896927,1.8262987762241591,-0.015171260670337609,0.07091563421120005,-2.1443312777491785,0.7785178221763779,0.038499440312624686,0.6558159259052198,-0.9653533491027676,0.28770180354969144,0.7735850453156498,2.620051759024524,0.6912900503061858,1.3249213252234655,N
-1.794352713748442,-0.4147266163513507,-0.5175781005946118,1.767817306366528,-1.3708122994792316,-0.9282841421113046,-3.6436241698026506,-0.2149903116453708,-0.01757688228916323,-0.9592425590200188,0.300936388579769,0.6103130788450006,2.3006795788193797,2.6160367854867195,0.6357119784332241,1.5139356208545665,N
-2.189926203284596,-0.2961655849985399,-0.2931558773370586,1.7193602745853391,0.2376834941118429,-0.029424968237910614,-6.310110184337762,0.3937594639962375,-0.6732058434305733,0.6978510924087502,-2.064639930533857,0.6284252671960976,0.3144008727774766,2.6248042954775115,0.7212984594210772,1.5170439468222254,N
-1.750797204264298,-1.6482722679741604,-2.068475601916043,2.020414321575851,0.0737490408343991,-0.5841094267158232,-5.529219714011665,-0.20773587571015284,0.016660787692584483,-0.07469733635188427,0.2983742540531816,0.530715926267864,0.5589710501897402,2.622432601217426,0.6592139849428638,1.7843048315044008,N
-1.4712735572341504,-0.9485037566079256,-1.6610506905485425,1.8804225159139756,-2.122786843310183,-2.2599668202052285,-4.059480301104427,-1.566837564754076,-0.521077492531285,0.6989526271625941,-1.2665581266157062,0.93623965494911,0.1147733782017406,2.6181422384842317,0.6901781428173849,1.3064004555010744,N
-1.6958228266036437,-1.5934618292471203,-1.6647087418863302,1.848347844971295,-0.23064281103046536,-0.7044631200686012,-2.154157615672128,0.7322306967387578,-0.4256096534404365,0.501928380627914,-0.9611666704585226,0.379072806797826,1.341607628202583,2.619400603702708,0.6936835931371227,1.1449411712351725,N
-1.4361731201393797,-1.5953250059783208,-1.6159906123381351,2.0181534737100533,0.15139543241190992,-4.733802548024896,-4.405400019348019,-1.5427219637208345,-0.11399596864625865,0.6989593306101743,-1.6404575187084751,0.3867068327372241,0.8798690444791758,2.623234911989018,0.6884919359891705,1.3699144705163289,N
-1.9881479356597433,0.3003251569686157,0.20009585687662848,1.8616800856968583,-1.25349123921948,0.13892356588809585,-5.752007177861762,0.6435967916140054,-0.1217322606984236,0.454482360755699,-0.6968111854186761,0.4245325662861996,0.54237723247184,2.6132163779583233,0.6906531205501899,1.5521197850419393,N
-1.5889317047250953,-0.30819969788139834,-0.10843377107592723,1.8993634254789185,-1.759773342637536,-6.903089986991942,-4.086395864090063,-1.1801595123293418,-2.1275963431395364,-0.02982942103244273,-1.0437802412561688,0.8083450632019038,0.14219292367470066,2.6194617697219007,0.7080818258621727,1.55983693482909,N
-0.6629942914405861,-1.5233559220256656,-1.4857767666115294,1.88572395861156,-1.1759594635146138,-4.288752863626044,-3.5555006825725144,-1.0377381520170277,-2.8550823841393096,-0.030900420884259483,-1.1548696738728257,0.3083084559600608,0.9207308974604332,2.61964789707292,0.6120146454687999,1.5163615140689397,N
-0.8359223117098109,-0.8107649420125076,-1.0529362874372146,1.856807715813644,-1.0821601499328288,-2.0569399513056976,-4.025875337953904,-1.4304833304682056,0.26907416936549194,-0.1949808498116904,-1.3276272984663384,0.5448703100462511,0.396029934883918,2.62036952799389,0.6783237949446795,1.3379893544150234,N
-1.6940610601244408,-1.7382226412438004,-1.9798008040840505,1.7533142241631718,-0.3824656359201782,-0.4282815809844717,-2.1629312268878307,0.5879926123535567,-0.5708649304807667,0.3174163094018477,-0.1497941091754975,0.4172680079524379,2.297155068084741,2.6176457783749743,0.7110337693864608,1.3785886098229323,N
-1.6773432808748656,-1.5069122986497592,-4.150348802154076,2.0791186728824456,-0.426011634115978,-0.14990008610579875,-4.286664383100819,0.1667187980385246,-0.2477575969206693,0.22408368260523398,-1.2583326340585972,0.36278477637740536,0.5952576790532386,2.625880179325781,0.6689753267272633,1.4127798010117902,N
-1.0773936722971602,-0.9527539002223572,-0.7781570497302989,1.69773800681528,-0.7463268348801798,-1.7781104190673571,-4.592957917370335,-1.3584090740428032,-0.03520535048321236,0.6721876467623499,-1.4894057872839257,0.43830698958864495,0.5942985959846924,2.628385984893244,0.732777590539753,1.3442339288154856,N
-0.9308401525292016,-0.7996029571203194,-1.157050985522828,1.7700348975644866,0.21191351509491546,-1.7460500368779783,-4.2792868074712604,-1.523863672918019,-1.6032347436250218,0.297326850188997,-1.5399228742094422,0.2945044954531286,0.9359122489700378,2.627449384401733,0.7463211516938598,1.7972539610833107,N
-1.6581793505889324,-1.8769225434626624,-1.9127487165035129,2.062590562564936,0.10931775546537853,0.0411698084964764,-5.45125512655272,0.16126673218425278,-0.06964764357055299,-0.11439861972747452,-1.0246336659744428,0.7462732264460509,2.3008026768224514,2.6272451072223504,0.7312849351914613,1.7335994141777322,N
-1.2964970825572124,-1.6170541394854443,-1.6233471228608654,1.9136378573185395,-1.3875097238686114,-1.7722411509697862,-5.803735893508871,-1.4227390970908305,0.29242626962886265,0.6646065315721633,-1.5224391852835737,0.341843035153632,0.8631150019585481,2.6202521965291257,0.7037535597758735,1.5955845334333132,N
-2.063063528859097,-1.5135665682365176,-2.140822455790849,2.013585484656752,-0.22007151286206647,-0.2427968391820086,-5.649867245487232,0.18611888715108524,-0.09399936159047932,0.035349927339188715,0.29437754561653,0.5851550669569938,0.5767861458665968,2.6260404186529924,0.7094734491883488,1.7056676540435227,N
-0.8866720645561479,-1.7689668424220917,-2.2571198304670683,1.7398018034334382,-0.2976179355054503,0.1987904286423105,-2.736861939614152,0.657757914530131,0.260809653016701,0.6597176794171752,-1.0705697572298971,0.10780810395229054,1.5682699591176812,2.6210228553476,0.7211844513784383,1.8906852699755048,N
-1.554240452937383,-1.8150167503913832,-1.8088870898831275,1.9715748833877185,0.15759712565697673,-4.7815432735995245,-4.376812756102941,-1.4222596870917033,-4.5981535619045175,-0.026022387403571733,-1.8154907527659767,0.9053666505594482,1.527274332789499,2.6202000186659533,0.7271628459674753,1.3031997806672997,N
-2.0106613243238853,-0.8490846119751981,-0.9819567394282264,1.8924236666128496,-0.5802047400908001,-0.2156276925820907,-2.735963807513325,-0.20521127924036095,-0.5430902470847563,0.6749212368852268,-1.867091576232546,0.4870646734394361,0.8258430874097487,2.617477956343282,0.6361494674786574,1.148431859467352,N
-1.6673983891269752,-1.5655222802354294,-2.2820800406833226,1.9483335542118505,0.24172830200020765,-0.1620184224776868,-6.216849014665482,0.2332420312675104,0.27514555638049965,0.6971163945551327,-0.7102310732580923,0.33101986836301234,0.6793696411678957,2.6239450219497176,0.7104172383157392,1.1588753594007388,N
-1.6180527330692966,-1.3093063503034816,-1.374733364377028,1.9136522331842643,-1.3392971739244457,-0.8116938457521475,-3.6070202320352136,-0.5493525616337013,-0.2495831011942763,0.4072935131020909,-2.278206419024628,0.5060085167500092,2.2654444157841374,2.6202586141479944,0.5721440451173431,1.149470711624859,N
-1.5549714205292924,-1.5746855222310392,-1.9157711714940369,2.016514467610952,-0.5649487975555786,-0.608620419817957,-3.8482502699597205,-0.13524508501295096,-0.20221841919778252,-0.12202656653345595,0.2982403126765863,0.466296396479121,0.9017124765792249,2.622337665024617,0.6804497475679399,1.6906187919905515,N
-1.590544711284786,-0.8792906018900825,-1.0173140956867854,1.7609790250623605,0.2426727533036901,-0.5689319050643022,-2.6383799201456584,0.041779970102594426,0.060838497716346224,0.31205470170352595,-0.25441239112573844,0.5330659343055796,0.16750279183094174,2.6107834282747437,0.7021699568491242,1.3190397854645184,N
-1.4746579339343937,-1.8873237578969253,-2.1870466232942465,2.024472304978944,-0.060751398058870275,-0.11105251311855513,-2.4655208767048014,0.8023830651916523,-0.7394028677923872,0.6749495375888135,-0.6386433227532401,0.5781546812667536,0.2798545526318228,2.6218396549991456,0.7160208535592677,1.630533927239326,N
-1.4859646504288644,-1.4797668030636124,-2.5443095618536926,1.8969035972768624,-4.336008211842607,-5.171913609643065,-3.730819207902259,-1.2976601638808072,-5.170966261086481,-0.3428875740229245,-1.775304315885512,0.8616799338552186,0.26596639777468073,2.6176778302731623,0.6635503978223246,1.5217916571429482,N
-1.740558282222704,-1.8885712055761752,-2.0916022187335006,1.9864846970218608,-0.8453100240179665,-0.4156160111535699,-4.120588080816252,0.14875141435868636,0.2820519041855332,-0.5566576094848347,-1.4914312070563562,0.8451756951614839,2.2365878829286188,2.628185359448227,0.6938489760797891,1.46911470384277,N
0.06973638409100752,-0.7358339903008176,-0.9489125571136696,1.6736264588850598,-0.7922799350835702,-2.8021126258118536,-5.036915621808707,-1.9781223522765257,-0.7136634626138965,0.6879703956070857,-1.4077992482191724,0.7036639568016447,0.2806857219332428,2.6274309234801367,0.6834192414179496,1.5471046691531265,N
-0.7034091201526497,-1.8687066169866116,-2.2601608560437274,1.772456070953641,-0.9251350629209676,-0.6015293833002578,-6.792390199788481,-0.3291683822042076,-0.002452227465738175,-0.4784429732365363,-1.290247384582858,0.5886638308955177,0.9695101832226198,2.6208670546173347,0.6297412182412436,1.6778703990120618,N
-1.4455946287536159,-1.393630071819672,-2.4529484984740013,1.8621017473960608,0.1899244032662056,-0.4936452428409136,-3.551431254227523,-0.4799492233340058,-0.6290035939193952,-0.16989319487326346,-1.6032927347916044,0.5864104637886656,0.4878006402034441,2.615114581142336,0.6563539702530465,1.8112600274167607,N
-1.316823153242314,-1.4621924661255985,-1.4678587271910586,1.8823347769230347,-1.6529197904795458,-3.3386028842005606,-4.018111302729818,-1.4815537956025964,-2.064511229871252,0.34825342755857336,-1.4475165394512688,0.6694726027168143,0.2438200938307477,2.616491078985389,0.7060091134830933,1.3432140956142338,N
-1.6809394325556786,-1.63579820520153,-4.678132419369211,1.9387543260809443,0.011694241278028431,-1.1908048895463694,-7.5507040896198365,-0.8155406432121227,0.21115879843283847,0.4459526697953813,-1.5478690048872163,0.19089915946814945,1.2418026683554777,2.625405719405232,0.6877262364237278,1.8221456715466773,N
-1.8582752187082012,-1.0602680535817954,-1.814682895183815,1.9862116410860369,-0.2689002011655611,-0.032684498027613536,-3.1456199825864597,0.05170906455852145,-1.527176867472002,-0.07912890618930471,-1.1208537234634828,0.5991014717058216,0.6992006509999653,2.619264371535336,0.6701619585888741,1.5647945054551042,N
