Feature,Average,Standar Deviation,Variance,Max Value,Min Value
I0,70.65465613147914,52.790886417606174,2786.8776887565964,500.73,13.89
I30,723.1837737041719,521.9965973544138,272480.44764958596,5875.5,36.114000000000004
I60,741.6561264222504,485.3517126173721,235566.2849406161,2847.5,82.646
I90,674.7184197218711,472.20252911837093,222975.22850578593,2646.0,72.922
I120,627.2717888748421,481.28339258318374,231633.70397637895,3375.3,18.752
