Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.4152777928879559,0.08024977014335972,0.006440025608062069,0.5169642797696328,0.21528390869647235
Recall,0.4151764298145904,0.08029619028418686,0.006447478174154343,0.5169642797696328,0.21528390869647235
Precision,0.3870826815758509,0.07432050138814654,0.005523536926585491,0.4958322138066061,0.15483485615619352
F1,0.36894680091909726,0.06022250679680202,0.003626750324890866,0.4737825845009861,0.20288387338224947
