KSJ,KGJ,KLJ,TAU,KLG,KXG,KXGI,C,LAMBDA1,FGI,KXI,GAMMA,BETA,D,GB,IB
-1.5194868698700073,-1.7623609889030174,-2.05309507159114,2.0133570666672176,-0.029713237262251346,-0.9250658643178307,-9.456801819540766,-0.4990833140312876,0.029320273547507873,-1.0703665929354993,0.2708554629514368,0.5986098452197008,2.300807331882335,2.622364817276159,0.6506082563266132,1.7115454224998141
-1.7139140691649872,-1.8102463007489447,-3.3319562482678813,2.0790707491695932,0.03635419120718392,-0.5563139000699893,-9.337962707173752,-0.11726494092994239,0.30961732120962354,-3.466408914173398,-0.7198657647950354,0.6199331191204774,2.3000631569027963,2.6224295972325384,0.667950130644432,1.7839037112239502
-1.141417782501573,-1.1981378285759845,-1.472803439586384,1.5420804020296277,0.188478282002605,-4.447423543081858,-3.860704771081811,-1.3535007738039562,-5.191146033586477,0.6900586484423941,-1.250455078911188,0.45617869459374843,0.42049742091218495,2.607802583139899,0.6686174045215331,1.3984789094181962
-1.553009708514479,-0.45653655810005617,-0.6159075169487627,2.008906035226766,0.04445781752090242,-2.0611693652456684,-4.2221441572865706,-1.5329889734964093,-1.0649470669268117,-0.19166340175949287,-1.6217776658243885,0.8660577973005996,0.21590793557714344,2.62828791793836,0.7075314085013698,1.4653156484827106
-1.759920275594846,-0.12609747734474414,-0.4777384604361032,1.7796796252867626,0.24303440982926172,-1.2719277490815761,-10.052305310591027,-0.8723128164205509,0.047180030134795777,-0.6366934289695352,-1.1262633707276648,0.5642483064054841,0.7244979058188094,2.613952513226538,0.6838333034910564,1.844158814488104
-1.373946017442172,-1.5371749517245694,-1.8540888275693335,1.9543839554447013,-1.3231058438363918,0.12354155711410603,-3.0404297586820324,0.41572418846775794,-0.29329350682148053,0.6908717261951205,0.19076417304949125,0.5154173527449628,0.3229516877256519,2.6276640342371063,0.7101325409075395,1.4213698137254462
-1.2325370856718012,-1.3103351298352515,-1.7920169531075132,1.878729675366774,-1.1373928183092414,-0.6218770174089734,-3.6997178515123013,-0.6878325928697506,-0.6351334230763147,0.3858723734709666,-1.5381131544026139,0.22661273211809357,0.595867824244689,2.61945948832284,0.6984581770978652,1.9452064955086181
-1.321648923931112,-1.6388713540475768,-2.106846515147682,1.6790289250834096,0.08996079699162847,-0.1123015106684801,-2.2662339008442127,0.4301305340801601,-0.25181364425524466,0.6551093327047162,-1.0474412319922017,0.40778600752901417,0.436850502970702,2.6096606127451274,0.6610520726476827,1.2606947436064264
-0.8123654296886519,-1.9096836722576638,-2.0551637833541863,1.7459476072253448,-0.13035461213151336,-0.48471941113896777,-3.3477908996524586,-0.13768533191680565,-0.6484065494266192,-1.0000809296308562,0.30102515848681827,0.80354518671915,1.9042073107746131,2.6282021130651136,0.6827511004103831,1.7101177606353881
-1.630630286690594,-1.7120234838087363,-2.237219700268254,1.9516820041347347,-0.47567797550470153,-0.4211965609452268,-2.8422614700964512,0.27340211892147087,-0.058520008144568626,0.6978161365781892,-1.2318546985164134,0.4552784029255449,0.24460415063578653,2.6248993131792644,0.67864036604268,1.6998903876399483
-1.5504930555667549,-1.9955627925380968,-2.486670976394266,2.0152141416188867,0.2135986874701118,-0.7213136163483804,-3.4828166426492535,0.06455665578956792,0.021383024445986103,-0.2785825324383662,-0.7202202281747448,0.6586546141705834,0.7779412815947618,2.6230817730582294,0.6544521879210613,1.3706988071706758
-1.132455156274768,-0.3418146226970785,-0.6792221750811378,1.8976705686864692,-0.7154355619406767,-1.7113444675972356,-10.531253172780312,-1.9764021440041697,-3.3370198853208213,0.2023585334212214,-1.7343542077741576,0.39916132988879394,1.300999784943585,2.619223485876091,0.6658606314517586,1.5683989591952265
-1.4180770494547192,-1.3414580574187804,-1.1512341454357127,1.8636815027234084,-1.4179740755684203,0.13757869708143547,-3.1041805818991643,0.42015426563656516,-0.14361901818211084,0.6934161173162133,0.29010169991177964,0.2992111523654713,0.735033951077334,2.627947913570791,0.6825352036230201,1.5116251888473917
-1.3119882495972477,-1.3638535531813052,-1.7153040191886804,1.9081172573140701,-1.3477574825459957,-4.619305675536929,-4.3224183452720775,-1.689570644757267,-4.532951679015655,-0.8938823023191699,-1.5519706760071836,0.999998829896173,2.104726787692332,2.6169099966291895,0.6679204411663652,1.2711323758031938
-2.2919378341447523,-0.7964176471730243,-1.371995134584533,2.051616787073117,-0.7851404937999944,-0.737380600616479,-4.501602417568394,-0.47608474363516345,-2.8996280761719846,0.5005922355409057,-1.6702564459236697,0.5879719639949493,2.3010107509064572,2.6152541492987678,0.6357688839230543,1.2383715119729646
-1.2369214905033097,-1.3379958299775452,-1.5352739248591276,2.041731466013316,-0.029509721230392666,-4.712120020896098,-4.259289438161245,-1.383515186952606,0.33436563564437605,0.6636017199471916,-1.3597100555652326,0.36162389460706285,0.3219573956243518,2.6127673577930683,0.5670352973509001,1.924768013987771
-1.0441262522897128,-1.401709703367435,-1.4788924710340705,1.8143576072288172,-0.3898967164093319,-1.4007762288371741,-4.084815533872639,-1.3100830137001693,-1.203676508898463,0.6978762969975301,-1.2795530349777358,0.1764436629817202,2.300656714525798,2.6182931350267586,0.6902598913869289,1.4357963361394734
-1.3028436797927956,-1.8333947086835025,-1.392791145673548,1.9264588902318271,-2.144310769880314,-4.557777135553661,-4.1094519573287815,-1.2657843372783721,-2.5976108591623173,-0.5655525314602923,-1.548315050849542,0.9726440978435408,2.0125819262497338,2.610867201772707,0.702027589350442,1.1461675778703202
-1.8266510473675082,-0.24886500289222982,-0.15846876756944778,1.624023214156138,-0.3100067936848073,0.02942036598167486,-2.304431298214463,0.6175922952973018,-0.3152996270920203,0.6931697155386344,-1.2794612567601373,0.24464707886154255,0.7917330711835128,2.61571000349896,0.6627971624884139,1.477385554323967
-1.346557144446333,-1.6915919477919221,-1.6226684680450667,1.9614778730182962,-1.5888031778025569,-4.73703289859884,-4.379226722550071,-1.377196988206169,-0.28136588952575126,0.5946309083251571,-1.5192897419011335,0.41028970505621304,0.45202496580993184,2.625038722190284,0.6340990448692634,1.6104665564186655
-1.3330179570607212,-0.5338804248929788,-0.22676659519867673,1.7158700932201452,-0.8595178032805901,-1.993546909760617,-5.090576263845931,-1.7621575358347168,-3.0013441347017937,-0.9379949971832807,-0.19674235469622314,0.8401045514847993,0.26396058922881693,2.6272569484767483,0.6714829013948266,1.4023411202886604
-1.8875723213089193,-1.3817290397389448,-1.5759687537744522,1.9197860266851985,-1.7819252750891248,-6.713268011853094,-4.194041199318863,-1.3444605823610234,-6.113232411213549,-0.17097033938366685,-1.6824098966076135,0.6654911475930415,2.3009422312211236,2.6184125331305084,0.7209123139497424,1.676438528974181
-1.472250814688597,-1.60464354815163,-2.0903385173941293,1.968660856216338,0.11360883817360366,-1.3360036146613894,-7.006205908619942,-1.0020852657289894,0.32756026640492253,0.5320595867353709,-1.270176104893872,0.2685782233102601,1.5594685546260487,2.616680800685118,0.6542090370116637,1.6237686189238267
-1.7784677179204134,-0.34488959394081947,0.03612018647510537,1.7163991806833705,-0.7852512185612602,0.10203683168773439,-4.461739084742947,0.21146845056664768,-0.26168043370703825,0.694087110067997,-0.27389471709760504,0.27290644102706935,1.048127253217201,2.621144411968577,0.6949453222701583,1.5711235679597084
-1.3061461958349045,-1.253441219967659,-1.9017652571910708,1.9517481781095258,-0.6011683390097239,-3.737602547763599,-4.451308613931968,-1.8454253647057461,-5.113830891132189,-0.838446524444157,-1.6392242059073567,0.8223028550230619,0.26283915639044675,2.616869524776603,0.6672863225289749,1.690614914352255
-0.3301295671360472,-0.9249910136441868,-1.8475380337022622,1.9304180436599956,-0.9717732102725418,-5.993902899539532,-4.490423971311719,-1.8780559210550696,-3.8196584654111385,0.6988895482609863,-1.790242965901392,0.41207805452502977,0.6019396378191143,2.61938590437862,0.7069358894457496,1.60850696472553
-0.7928195790752979,-0.9844197351576002,-1.4905607763963766,1.8753986032058971,-0.6687696584655072,-1.8094578628955817,-6.939801365812804,-1.7456222446740153,0.03410520907997696,0.550081224533112,-1.803078289755371,0.21409886445276485,2.102857066242704,2.6173330952018157,0.6627470176898702,1.520499713896707
-2.019132755557864,-1.3507873461610376,-3.6231807815042747,1.9597735046172517,-0.3484937889279892,0.21073095300224828,-3.2294384739134046,0.58247721832406,-0.733306503350955,0.6983378070181171,-1.1970854924183927,0.4218451342298276,0.4636151764683462,2.613973329903617,0.7159491192435402,1.4362657011370896
-1.3811916725764972,-1.479551079878028,-2.0543887317030327,1.9194329214720653,-0.7098393982635314,-1.6158584309141077,-9.979867401706736,-1.432323232549602,-0.24000334185368005,0.6984706418766413,-1.4237900696765964,0.26890064540442693,0.9466093439778294,2.6155908899173648,0.643451876120201,1.315886037624926
-1.188456621704333,0.0860315298569318,-0.3434243097984005,1.8744097437251166,-0.38376513153809677,-5.8421375721663855,-4.1980761262017054,-1.471519239159728,-4.086211123754761,0.6562661310825691,-1.4316871119476393,0.24981171705041072,0.8355630098290542,2.6167068280243133,0.7348039054034388,1.712205198029905
-1.9887087786675763,0.06764621567439148,0.1938017428758906,1.5988021091363713,-0.24508957867783954,-0.02022656966913364,-2.5625837348078053,0.4229120475067908,-0.02402153695179771,0.6779889346884289,-0.04506573145258548,0.058040176333602624,1.9300074024974605,2.613650684093076,0.6571190728269788,1.3053761695849946
-1.304784524274352,-0.3909655756185764,-0.6819893920055494,1.8816810864711841,-1.6394837364061925,-3.2943686290096084,-3.6966857700606637,-1.3761830050172217,-0.36717384387651636,0.3836724778256841,-0.07974300648637803,0.5218586433752784,0.20646221140169282,2.6232977973981173,0.6719340020300717,1.3838166831289915
-1.748977432171661,-0.10618982074436054,-0.25493778665874506,1.9130115429143246,-1.2414853327224051,-1.1153042203773635,-4.277669539903586,-1.1705531027902891,-1.105183844991387,0.6676327667089325,-0.8399081961586471,0.4295720482429499,0.3512317289574707,2.6267326939261784,0.6127151477833009,1.574042332754663
-1.1272063599889544,-1.947952687864901,-2.740042187712976,1.8444763314186061,0.10404381627900866,0.026465672746736568,-4.450482530514372,0.43235021161394843,0.3278848299742223,0.6986375769357835,0.2766691881025676,0.19948659382228587,1.2636450547485212,2.627976325787764,0.6545779366383,1.5992414158319512
-1.7066141310416347,-1.4031560885534187,-1.970182169164105,1.9747126430153872,-0.20048546746232537,-0.43522171920417435,-2.4419369081951534,0.24857310184398665,0.061762630327256866,0.6268017005592527,-0.8914973469890871,0.5623263077227867,0.34118579328058035,2.6193027695232716,0.6712979138860796,1.1458441612581696
-1.3703201550323605,-2.3908928073174236,-1.4798940024263052,2.078773821717552,-3.8954353917915703,-1.5355180371367814,-5.8315025164769665,-0.9901761917918852,-1.287087444608195,-1.6960700694599151,-1.5888956375809389,0.9996743856424002,1.660469270039701,2.627443395713636,0.6463509270687574,1.7070239268580003
-1.7502200873385738,-1.7962861666802772,-2.209852797406768,2.004409579270298,-0.08560042354591793,-0.07693725079987873,-2.3445097658430782,0.8080583752518188,-0.13955486643347362,0.25338575943762015,0.0504771144028708,0.31605713613806585,0.9336125853185109,2.618047152392656,0.5915955620075882,1.7975335324113029
-1.7287996926099605,-1.6651686894103017,-3.137922135268288,2.0748946930620495,0.19468466696862843,-0.4224742662002719,-5.986183921801875,0.015870657239422287,0.3182800039579898,0.27577639604467363,-1.2811879480050485,0.35361283835233986,0.8338523693485648,2.628388924560829,0.6619217916500767,1.2785614892880788
-0.8756987316801332,-1.9445356401979548,-1.981264027080102,1.7513895759078881,0.21042881324678958,-0.7339920505916029,-3.216459937300099,-0.12885909056581124,-0.5057627773463759,0.3671794448033636,-1.3937199792255068,0.2605159088407519,2.151221637742979,2.6279210452025645,0.6434608806460124,1.7474012584998275
