KSJ,KGJ,KLJ,TAU,KLG,KXG,KXGI,C,LAMBDA1,FGI,KXI,GAMMA,BETA,D,GB,IB
-1.904481957676849,0.11942086344208694,-0.3359224098149253,1.7188917973657867,0.1525329484345258,0.20547503674089088,-4.052919347129922,0.6860639819359917,1.49708176280948,0.6957792763644847,0.046573197662005336,0.35142908784770144,0.6264738179868671,2.628337833576118,0.629888486165435,1.5523152845106092
-2.3828423343050553,-2.4512421714262955,-2.90675346889616,1.8955551347999866,0.07412130590629785,-4.787839040246616,-3.451254446740586,0.17649641153036677,-0.2989417249603554,0.631677088876387,-2.904935310451364,0.8782402170748815,1.9757717578761962,2.6259192158677296,0.726588668991952,1.8062681810922925
-1.3653011047596084,-1.730020323354676,-1.3998005974303365,1.8836727891093024,-1.8434811352529727,-3.316106822224755,-4.609418121449564,-1.3711004355793932,-0.038251528598554324,0.6486819527004986,-2.0010043807601137,0.4657693799554135,0.9696628121964168,2.6208124857418764,0.6435711042872857,1.1855138242185386
-1.3432886582302959,-0.4450507437611074,-1.101439355060288,1.8686444383948257,-0.3302834177111259,-6.137224815094475,-4.393543392363848,-1.808716699181484,-2.302474252138452,0.5098474344385785,-2.134380865537539,0.3386158384905983,0.8180872668696055,2.6206876854875913,0.7697169474348863,1.748808004958602
-1.6514614987420064,-1.7137906139339911,-1.8090523208998126,2.0058237530290275,-0.16048424417764365,-0.6335770427740273,-5.919987152892071,-0.08691764915625969,-0.200060124272943,-0.33618604086610476,-0.0008259444115150662,0.5215564791910239,2.300552008792885,2.6075193583724636,0.7082678927409424,1.7601283302734174
-1.8338364062521655,0.0060807827160938785,-0.4526314821771166,1.7373675979103016,-0.8091082830778303,0.21698355938209365,-5.297483302561848,0.6321534835106326,1.2640382259931204,0.6660309982927245,-1.7542159829224748,0.3723595825243237,0.8126861277872846,2.6283787112363974,0.6266687874545201,1.263186157413705
-1.4431188256202443,-1.4273490847476409,-4.115244273601303,2.079108857601436,0.20235206780975143,-0.3822031341945873,-5.891671805733815,-0.10347929389670868,0.5672734553170501,0.6804171059653387,-1.343336528614029,0.4559254411836372,0.4759180414394681,2.625641648992902,0.7566893459874422,1.8059288248817524
-1.7253573053006745,-1.6804775509345458,-1.7441488212842255,1.8512032938164071,0.11082531005496472,-0.4910126613630817,-2.3446790461322777,0.7635702391473661,0.32582341900274453,0.4666155674923717,-1.031680526369261,0.4094597040874476,1.192316504702737,2.6154344811094057,0.6528166428788035,1.1379551235323604
-1.7599002544125943,-1.1746582824845557,-1.3232058285597166,1.7952611412574182,0.18241465243455396,-0.30669524276407706,-6.400957959717299,-0.12223715922382745,0.8752812502039101,-1.0708059437534596,-1.5867673136054832,0.8315434511456109,0.4501104815750112,2.6162233713596947,0.7003055756147024,1.6684604672835919
-1.6718855398416108,-1.7047628692684658,-1.8090803010874268,2.0184924534014725,-0.1616106234614037,-0.6423509670815324,-5.833037336142833,-0.08792680919258457,-0.044990913919474115,-0.33627081341611365,-0.0050584755304185535,0.5147734739975088,0.5072079931839784,2.6279288452168483,0.7263440787163368,2.0487524576994898
