Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.5922173197173167,0.09339096121989614,0.008721871637576144,0.7305944055944057,0.4025058275058275
Recall,0.46245502645502756,0.27061528496575654,0.07323263245709763,0.9166666666666666,0.0
Precision,0.4717351325922738,0.26965153094491195,0.0727119481409348,0.7552380952380953,0.0
F1,0.44989080354398103,0.25880171438542243,0.06697832736883376,0.7186401833460656,0.0
