Feature,Average,Standar Deviation,Variance,Max Value,Min Value
I0,34.74242424242424,19.361135507738762,374.8535681490227,103,14
I30,315.52597402597405,154.9476045244353,24008.760147860798,695,14
I60,310.25757575757575,138.79249162923472,19263.355732651187,695,35
I90,265.5995670995671,118.90589716563674,14138.61238076498,685,45
I120,227.21212121212122,95.83882587822593,9185.080545716908,415,24
