Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.5597981229528826,0.06667090830049703,0.004445010013613283,0.7099206349206348,0.3234126984126984
Recall,0.3886904761904763,0.27278663606530035,0.07441254881582261,0.9666666666666668,0.0
Precision,0.35536331569664886,0.2304499402104497,0.05310717494299984,0.6578571428571429,0.0
F1,0.3529191637286884,0.234626562381111,0.055049623774777366,0.7019841269841269,0.0
