,G120,G30,G60,G90,GB,P14
G120,1.0,0.4088505461109511,0.44690486917349226,0.4243580438202806,0.25382541396497155,0.7426331385122377
G30,0.4088505461109513,1.0,0.4376519182119542,0.42073033026921147,0.23723189743652107,0.7376660630490058
G60,0.4469048691734925,0.4376519182119541,1.0,0.4613025284239594,0.27994026710241243,0.7684168529592121
G90,0.424358043820281,0.42073033026921114,0.4613025284239594,1.0,0.26466975914203744,0.7531984743806558
GB,0.25382541396497155,0.23723189743652096,0.27994026710241243,0.2646697591420375,1.0,0.6209266247791413
P14,0.7426331385122369,0.7376660630490051,0.768416852959211,0.7531984743806538,0.6209266247791432,1.0
