Performance,Mean,STD,Variance,MAX,MIN
Accuracy,0.8248665858563853,0.14803049789935216,0.021913028308330102,1.0,0.21889089561915345
Recall,0.4976860768097883,0.3719963040589306,0.13838125023350434,1.0,0.0
Precision,0.5722962408191564,0.3772837970988991,0.14234306355336326,1.0,0.0
F1,0.4943180237121995,0.3738731655047758,0.13978114388456148,1.0,0.0
