Feature,Average,Standar Deviation,Variance,Max Value,Min Value
k0,96.76371070588237,146.43586399330366,21443.462263465328,711.22,0.0
k1,107.8891574117647,163.27264567399592,26657.956825386223,793.0,0.0
k2,93.27238494117647,141.1520770683202,19923.90886070101,685.56,0.0
k3,68.53161399999999,103.71109622137311,10755.991479438911,503.71,0.0
